Protein_ID,Length,Mean_IUPred,Disorder_Fraction,Longest_IDR,Mean_IUPred_N50,Disorder_Fraction_N50,Longest_IDR_N50
tr|Q8SXU0|Q8SXU0_DROME,221,0.7248081764705888,0.8733031674208145,122,0.7863739400000003,1.0,50
tr|Q9VXK7|Q9VXK7_DROME,221,0.16729236199095018,0.004524886877828055,1,0.29416423999999997,0.02,1
sp|Q9V574|L2K1_DROME,221,0.327701597285068,0.16289592760180996,24,0.23209552000000003,0.0,0
sp|Q9W422|JOSL_DROME,221,0.22679518552036199,0.17194570135746606,38,0.61257162,0.76,38
tr|Q95RV5|Q95RV5_DROME,221,0.23815778280542985,0.0,0,0.24488066,0.0,0
tr|Q9VZF3|Q9VZF3_DROME,221,0.01237410859728507,0.0,0,0.023313739999999993,0.0,0
tr|B4F613|B4F613_DROME,221,0.4335061719457014,0.3891402714932127,59,0.49578212,0.48,24
tr|Q7JYZ9|Q7JYZ9_DROME,221,0.08167421266968326,0.0,0,0.07435318,0.0,0
tr|Q9W1H7|Q9W1H7_DROME,220,0.30122138636363655,0.12727272727272726,12,0.16569282000000002,0.0,0
tr|A1Z892|A1Z892_DROME,220,0.28265132272727284,0.01818181818181818,2,0.2882378400000001,0.02,1
tr|Q9VVP9|Q9VVP9_DROME,220,0.2264810545454545,0.045454545454545456,5,0.06403036,0.0,0
tr|A1ZBY2|A1ZBY2_DROME,220,0.39803531363636374,0.39090909090909093,34,0.16317368,0.0,0
tr|Q7KSM4|Q7KSM4_DROME,220,0.01608153181818181,0.0,0,0.007723080000000001,0.0,0
sp|Q9VL13|MOB3_DROME,220,0.11437852272727274,0.0,0,0.18552262000000003,0.0,0
tr|A8JV30|A8JV30_DROME,220,0.5771251590909087,0.7227272727272728,70,0.40688277999999994,0.36,16
tr|A1Z893|A1Z893_DROME,220,0.28068587727272737,0.01818181818181818,2,0.2882378400000001,0.02,1
tr|A1ZB68|A1ZB68_DROME,220,0.0958076545454546,0.0,0,0.12130739999999995,0.0,0
sp|Q9VFS8|PSMD9_DROME,220,0.34644651363636364,0.10454545454545454,6,0.45696718,0.22,4
tr|Q9VGA3|Q9VGA3_DROME,220,0.24453978636363632,0.10909090909090909,17,0.20228215999999996,0.04,2
tr|Q9VI40|Q9VI40_DROME,220,0.07201337727272725,0.0,0,0.03351425999999999,0.0,0
tr|Q7JX87|Q7JX87_DROME,220,0.2804968045454547,0.01818181818181818,2,0.28699564000000016,0.02,1
tr|Q9VK76|Q9VK76_DROME,220,0.3259926590909091,0.1,22,0.45309372000000003,0.44,22
tr|Q7K010|Q7K010_DROME,220,0.0466652090909091,0.0,0,0.003692060000000001,0.0,0
sp|P25228|RAB3_DROME,220,0.20676371363636353,0.11818181818181818,24,0.12732256000000006,0.0,0
tr|Q9VBE1|Q9VBE1_DROME,220,0.3280800954545454,0.16818181818181818,10,0.19666017999999993,0.0,0
tr|Q9VDE2|Q9VDE2_DROME,220,0.14815528636363634,0.0,0,0.13425539999999997,0.0,0
tr|E1JIJ2|E1JIJ2_DROME,220,0.31443604545454545,0.15,21,0.22049269999999996,0.0,0
tr|Q9VR65|Q9VR65_DROME,220,0.49749555000000034,0.42727272727272725,42,0.44622972000000016,0.22,5
sp|Q9GYV9|MED7_DROME,220,0.40458501363636346,0.3181818181818182,27,0.6341104000000001,0.86,27
tr|A0A0B4K7C5|A0A0B4K7C5_DROME,220,0.3501787181818182,0.19090909090909092,9,0.22510944000000005,0.1,3
tr|Q9V3I2|Q9V3I2_DROME,219,0.3304588447488585,0.2146118721461187,25,0.42242727999999985,0.44,22
tr|O18339|O18339_DROME,219,0.21325222374429229,0.0410958904109589,5,0.17670312000000002,0.0,0
tr|Q8IND7|Q8IND7_DROME,219,0.10106444292237446,0.0,0,0.08318696,0.0,0
tr|Q9VS75|Q9VS75_DROME,219,0.09882027853881277,0.0,0,0.07990712,0.0,0
tr|Q9VC83|Q9VC83_DROME,219,0.14941099086757978,0.0182648401826484,4,0.08543476,0.0,0
tr|Q9VS31|Q9VS31_DROME,219,0.17082825114155267,0.0,0,0.17756694,0.0,0
tr|M9NDG6|M9NDG6_DROME,219,0.36358605479452066,0.1872146118721461,15,0.4859162400000001,0.44,9
tr|Q9VG22|Q9VG22_DROME,219,0.06870338356164385,0.0,0,0.07010482,0.0,0
sp|Q95RA8|MOB1_DROME,219,0.1573969634703195,0.0136986301369863,3,0.31336769999999997,0.06,3
tr|Q9VQJ8|Q9VQJ8_DROME,219,0.21891567579908675,0.0136986301369863,3,0.30106019999999994,0.06,3
tr|Q9VS32|Q9VS32_DROME,219,0.10816640182648397,0.0,0,0.07788840000000001,0.0,0
sp|Q9VAI0|GNA1_DROME,219,0.17685037899543385,0.0136986301369863,2,0.20165695999999997,0.0,0
tr|A1Z6U8|A1Z6U8_DROME,219,0.030822136986301367,0.0,0,0.0038477999999999997,0.0,0
tr|Q7JZW7|Q7JZW7_DROME,219,0.03776136529680367,0.0,0,0.045701799999999994,0.0,0
tr|Q4V6F7|Q4V6F7_DROME,219,0.2863466118721462,0.1095890410958904,13,0.22300253999999992,0.04,2
sp|Q8IMM9|NENYA_DROME,219,0.34617633789954344,0.182648401826484,29,0.09675399999999999,0.0,0
tr|Q9VM07|Q9VM07_DROME,219,0.3124683515981736,0.1461187214611872,29,0.16617484000000002,0.0,0
sp|O96863|CSK2C_DROME,219,0.2332954018264841,0.0730593607305936,7,0.10093953999999998,0.0,0
tr|Q8IRF4|Q8IRF4_DROME,219,0.0635622876712329,0.0,0,0.06108236000000001,0.0,0
tr|Q9VWJ3|Q9VWJ3_DROME,219,0.6094411963470321,0.7488584474885844,64,0.28710812,0.18,5
tr|Q9VU47|Q9VU47_DROME,219,0.19462773972602745,0.1095890410958904,21,0.021429939999999998,0.0,0
tr|Q9W0X9|Q9W0X9_DROME,219,0.06259703652968035,0.0,0,0.08771374,0.0,0
tr|Q9W377|Q9W377_DROME,219,0.23823991780821926,0.0502283105022831,6,0.21991111999999993,0.0,0
tr|A0A0B4KG77|A0A0B4KG77_DROME,219,0.09945183561643835,0.0,0,0.07585450000000002,0.0,0
tr|Q9W3W4|Q9W3W4_DROME,219,0.44293913242009125,0.4292237442922374,38,0.6873348800000001,0.92,35
tr|Q7K1H5|Q7K1H5_DROME,219,0.6916971689497715,0.726027397260274,129,0.8846174399999996,1.0,50
tr|Q7KS21|Q7KS21_DROME,219,0.13648738812785388,0.0319634703196347,4,0.25965488000000003,0.14,4
tr|Q9VLI9|Q9VLI9_DROME,219,0.12639679908675808,0.0,0,0.11834098000000001,0.0,0
sp|Q24536|SSL_DROME,219,0.16447484931506856,0.0136986301369863,2,0.12916862,0.0,0
tr|Q9W2K0|Q9W2K0_DROME,219,0.39717092694063927,0.182648401826484,38,0.26960251999999996,0.02,1
sp|Q9VWA1|CLC_DROME,219,0.6616239589041093,0.821917808219178,139,0.7241325999999998,1.0,50
tr|M9PD03|M9PD03_DROME,218,0.5736587018348628,0.591743119266055,82,0.4187458399999999,0.2,10
tr|Q9V3P9|Q9V3P9_DROME,218,0.8056743119266055,0.9128440366972477,199,0.5772943399999998,0.62,31
tr|Q9W207|Q9W207_DROME,218,0.11392692201834854,0.0,0,0.14784733999999997,0.0,0
tr|Q9W3Q0|Q9W3Q0_DROME,218,0.19226427981651373,0.013761467889908258,2,0.051073939999999984,0.0,0
sp|Q9V968|GALL1_DROME,218,0.4018976697247707,0.27522935779816515,47,0.57949026,0.64,32
tr|A0A0B4KI01|A0A0B4KI01_DROME,218,0.5279867155963305,0.6284403669724771,32,0.5546102600000002,0.66,28
tr|Q9VVE8|Q9VVE8_DROME,218,0.03804784403669724,0.0,0,0.004559720000000001,0.0,0
tr|Q9VE39|Q9VE39_DROME,218,0.5410664495412845,0.5321100917431193,116,0.07839119999999998,0.0,0
tr|Q9VF18|Q9VF18_DROME,218,0.5068067064220181,0.5275229357798165,50,0.3601446800000001,0.16,8
sp|O61231|RL10_DROME,218,0.22473778440366976,0.03211009174311927,6,0.14462798,0.0,0
sp|Q9VKX4|RT07_DROME,218,0.29943491284403656,0.05963302752293578,10,0.26115945999999995,0.0,0
tr|X2JCX9|X2JCX9_DROME,218,0.2859752018348626,0.0963302752293578,17,0.19390338,0.0,0
tr|Q9VF46|Q9VF46_DROME,218,0.13094855963302754,0.0,0,0.11704339999999998,0.0,0
tr|Q9W3F5|Q9W3F5_DROME,218,0.10654083944954133,0.0,0,0.1378568,0.0,0
sp|Q9V751|ATTB_DROME,218,0.4479181651376148,0.3669724770642202,24,0.33779995999999995,0.24,5
tr|Q7JWP5|Q7JWP5_DROME,218,0.039091499999999994,0.0,0,0.002017119999999999,0.0,0
tr|Q7JYY8|Q7JYY8_DROME,218,0.028646834862385315,0.0,0,0.00640438,0.0,0
tr|Q9W337|Q9W337_DROME,218,0.6082602477064222,0.8211009174311926,57,0.6856625600000003,0.8,35
sp|Q9V464|ASF1_DROME,218,0.37563629816513766,0.3394495412844037,53,0.11378731999999997,0.0,0
tr|Q9VRZ6|Q9VRZ6_DROME,218,0.2945275596330277,0.06880733944954129,14,0.20850187999999995,0.0,0
sp|P41126|RL13_DROME,218,0.4341309587155965,0.27522935779816515,20,0.5208008999999999,0.6,20
sp|O97177|ESM2_DROME,218,0.5515954724770645,0.6559633027522935,54,0.5965236599999999,0.9,36
tr|Q9VSD3|Q9VSD3_DROME,218,0.29060844036697253,0.08256880733944955,5,0.3176507,0.04,1
tr|Q9VGA0|Q9VGA0_DROME,218,0.09004942660550457,0.0,0,0.12883012,0.0,0
tr|Q9VWQ1|Q9VWQ1_DROME,218,0.19134129816513773,0.0,0,0.12340998000000006,0.0,0
tr|Q7JYX5|Q7JYX5_DROME,218,0.07587906880733941,0.0,0,0.07345768000000001,0.0,0
sp|P92029|DNJ60_DROME,217,0.3841732442396314,0.2903225806451613,21,0.38539538000000023,0.26,8
tr|Q9W3I8|Q9W3I8_DROME,217,0.20587419354838693,0.07373271889400922,7,0.18932206000000001,0.04,2
sp|Q9VUN3|RANL_DROME,217,0.1498190368663594,0.0,0,0.15454901999999998,0.0,0
tr|Q9VVJ6|Q9VVJ6_DROME,217,0.20978584792626725,0.06912442396313365,11,0.17538910000000002,0.0,0
tr|B7Z0N9|B7Z0N9_DROME,217,0.4705087188940093,0.3778801843317972,31,0.19535433999999996,0.0,0
tr|A1ZAD5|A1ZAD5_DROME,217,0.4011588110599076,0.4009216589861751,53,0.5248155600000001,0.62,31
tr|Q7K527|Q7K527_DROME,217,0.026278778801843317,0.0,0,0.00316106,0.0,0
sp|Q00637|SODM_DROME,217,0.2745676082949308,0.11059907834101383,12,0.34001522,0.08,3
sp|Q9VJ26|EFHD2_DROME,217,0.4345180967741937,0.30414746543778803,37,0.62739906,0.76,37
tr|Q9VL41|Q9VL41_DROME,217,0.39483962211981577,0.2672811059907834,39,0.27577016000000004,0.08,4
tr|Q9W287|Q9W287_DROME,217,0.07100945161290317,0.009216589861751152,2,0.19588471999999996,0.04,2
tr|Q7JZJ3|Q7JZJ3_DROME,217,0.6259104884792626,0.7741935483870968,62,0.5660479599999999,0.6,30
tr|M9NGJ4|M9NGJ4_DROME,217,0.312109391705069,0.25806451612903225,27,0.3983495000000001,0.32,15
sp|Q9VF27|NDUS8_DROME,217,0.20581092626728126,0.009216589861751152,1,0.24220819999999998,0.0,0
tr|Q9VC82|Q9VC82_DROME,217,0.11841996313364057,0.0,0,0.03803440000000001,0.0,0
tr|Q6IHY4|Q6IHY4_DROME,217,0.22997666820276477,0.08755760368663594,15,0.5136065400000001,0.38,15
sp|Q9XZT1|MED18_DROME,217,0.21294538709677419,0.0,0,0.21159215999999997,0.0,0
tr|Q4V5H8|Q4V5H8_DROME,217,0.08681147465437788,0.0,0,0.07688869999999999,0.0,0
sp|A1Z9J4|DJ1A_DROME,217,0.20691361751152082,0.009216589861751152,2,0.19779329999999998,0.0,0
tr|Q9VED1|Q9VED1_DROME,217,0.07403916589861752,0.055299539170506916,12,0.0025825,0.0,0
sp|Q94518|NACA_DROME,217,0.4844296820276496,0.35944700460829493,50,0.7517044799999999,1.0,50
tr|Q9VV45|Q9VV45_DROME,217,0.4008708110599075,0.24423963133640553,22,0.3732233800000001,0.34,15
sp|Q9VTP4|R10AB_DROME,217,0.24870528571428582,0.018433179723502304,3,0.30891216000000005,0.0,0
tr|O97060|O97060_DROME,217,0.5027981198156682,0.45622119815668205,44,0.34988082,0.4,12
sp|Q23973|MTRM_DROME,217,0.5602156866359448,0.6359447004608295,72,0.6665992199999999,0.86,32
sp|Q9VYR0|LSM12_DROME,217,0.31493815668202774,0.1889400921658986,32,0.12334934000000003,0.0,0
tr|Q9VNA3|Q9VNA3_DROME,216,0.38654690740740755,0.23148148148148148,13,0.17145373999999997,0.0,0
sp|Q9VCK2|GILT3_DROME,216,0.09661442129629629,0.0,0,0.07281816,0.0,0
tr|Q9VGU6|Q9VGU6_DROME,216,0.22527436111111102,0.06018518518518518,12,0.16249075999999996,0.0,0
tr|Q9VGV8|Q9VGV8_DROME,216,0.2829146296296295,0.037037037037037035,2,0.3392708599999999,0.0,0
tr|Q9VFE0|Q9VFE0_DROME,216,0.1586680601851852,0.0,0,0.13337247999999996,0.0,0
sp|Q9VMG0|DNAT2_DROME,216,0.20050023611111115,0.018518518518518517,2,0.23306512,0.08,2
tr|Q8IP85|Q8IP85_DROME,216,0.256945273148148,0.16203703703703703,15,0.05890460000000001,0.0,0
tr|Q9W469|Q9W469_DROME,216,0.3010531064814815,0.1712962962962963,16,0.37562358,0.3,15
sp|Q9I7K5|TMEDE_DROME,216,0.17050542129629645,0.013888888888888888,3,0.09320054000000001,0.0,0
sp|Q9VRL2|GOSR2_DROME,216,0.3472547685185188,0.16203703703703703,17,0.39580648,0.02,1
sp|P43332|SNRPA_DROME,216,0.4206378425925926,0.2824074074074074,49,0.16522130000000002,0.0,0
tr|Q9VLD7|Q9VLD7_DROME,216,0.48276248148148154,0.37037037037037035,29,0.6090141600000001,0.68,26
sp|Q9VZ23|RAN_DROME,216,0.18798343981481494,0.046296296296296294,5,0.21378348000000005,0.0,0
tr|Q9VJZ6|Q9VJZ6_DROME,216,0.21884060648148154,0.0,0,0.18900599999999998,0.0,0
sp|Q9VG95|GSTD5_DROME,216,0.12539865740740747,0.0,0,0.15366348000000005,0.0,0
sp|A1ZAW5|ICLN_DROME,215,0.5761354046511629,0.5534883720930233,68,0.2829669600000001,0.0,0
tr|A1Z6U3|A1Z6U3_DROME,215,0.0484894837209302,0.0,0,0.004449379999999999,0.0,0
tr|Q9VRC5|Q9VRC5_DROME,215,0.5612867627906976,0.6186046511627907,62,0.56460964,0.82,24
sp|Q9VG96|GSTD4_DROME,215,0.12151734418604657,0.0,0,0.21183410000000005,0.0,0
tr|Q8IPK2|Q8IPK2_DROME,215,0.5837673720930231,0.5441860465116279,90,0.1714492,0.0,0
tr|E1JHF9|E1JHF9_DROME,215,0.6383084232558137,0.7674418604651163,118,0.8431951000000001,1.0,50
tr|Q8T8U1|Q8T8U1_DROME,215,0.08672076279069774,0.0,0,0.12519510000000003,0.0,0
tr|Q7KVF6|Q7KVF6_DROME,215,0.04576894418604654,0.0,0,0.06993157999999998,0.0,0
tr|A1ZBR8|A1ZBR8_DROME,215,0.12428140465116277,0.004651162790697674,1,0.048185940000000003,0.0,0
sp|Q9VG98|GSTD2_DROME,215,0.12553069767441868,0.0,0,0.17296881999999997,0.0,0
tr|Q9VWU7|Q9VWU7_DROME,215,0.5407100093023259,0.5255813953488372,64,0.31605901999999997,0.12,4
sp|Q9VG94|GSTD6_DROME,215,0.1387230604651162,0.0,0,0.16680512000000008,0.0,0
tr|Q9W4J4|Q9W4J4_DROME,215,0.8163970139534888,1.0,215,0.9051184400000001,1.0,50
tr|Q9VIL4|Q9VIL4_DROME,215,0.49830342325581406,0.5348837209302325,42,0.3072647,0.0,0
sp|Q9V3U9|SLMO_DROME,215,0.31034154883720916,0.09302325581395349,13,0.26355168000000007,0.0,0
tr|Q9VEW0|Q9VEW0_DROME,215,0.6190392558139536,0.7441860465116279,52,0.79891424,1.0,50
tr|Q9VDY4|Q9VDY4_DROME,215,0.7877294372093022,0.9534883720930233,106,0.6811610600000002,1.0,50
tr|Q8IQJ2|Q8IQJ2_DROME,215,0.3271573906976744,0.19069767441860466,36,0.12065783999999997,0.0,0
tr|Q9W4F3|Q9W4F3_DROME,215,0.04803208372093024,0.0,0,0.016949299999999997,0.0,0
tr|Q9VQY5|Q9VQY5_DROME,215,0.2542224465116279,0.07441860465116279,8,0.14977129999999997,0.0,0
tr|Q9V3Y0|Q9V3Y0_DROME,215,0.36138915813953465,0.14883720930232558,16,0.50154514,0.46,16
sp|P16909|18C_DROME,215,0.5027648651162793,0.4744186046511628,42,0.48062661999999995,0.4,12
tr|Q9VX58|Q9VX58_DROME,214,0.07647823831775698,0.0,0,0.057472779999999994,0.0,0
tr|Q9VNN7|Q9VNN7_DROME,214,0.19589193457943924,0.07476635514018691,11,0.22685936,0.06,2
tr|Q9VTZ2|Q9VTZ2_DROME,214,0.3128902289719627,0.1588785046728972,9,0.48134140000000003,0.38,9
tr|D0EP96|D0EP96_DROME,214,0.3498172383177573,0.08878504672897196,4,0.3928702400000001,0.04,2
tr|Q9VJ60|Q9VJ60_DROME,214,0.5035663271028039,0.4532710280373832,37,0.42054368000000003,0.34,17
tr|A0A0B4LF84|A0A0B4LF84_DROME,214,0.29188893925233655,0.1588785046728972,13,0.39466742000000016,0.26,7
sp|Q9VFR1|ABITM_DROME,214,0.25385770093457954,0.1261682242990654,26,0.17803991999999996,0.0,0
tr|A1ZAG7|A1ZAG7_DROME,214,0.06849048598130839,0.0,0,0.013993140000000005,0.0,0
tr|A1ZA99|A1ZA99_DROME,214,0.14116996728971962,0.0514018691588785,11,0.045179119999999996,0.0,0
tr|Q9VT96|Q9VT96_DROME,214,0.07616644859813078,0.0,0,0.07605852,0.0,0
tr|O18335|O18335_DROME,214,0.23810978971962607,0.06074766355140187,10,0.15062356000000002,0.0,0
tr|Q9VN88|Q9VN88_DROME,214,0.5051869626168224,0.4532710280373832,31,0.38095303999999985,0.16,4
tr|D0EP95|D0EP95_DROME,214,0.34800871962616814,0.102803738317757,10,0.38982139999999993,0.04,2
tr|D0EP89|D0EP89_DROME,214,0.3539077056074767,0.11214953271028037,10,0.3928702400000001,0.04,2
tr|Q7K0A2|Q7K0A2_DROME,214,0.4417643971962618,0.4205607476635514,30,0.27196265999999997,0.16,4
tr|Q8IR98|Q8IR98_DROME,214,0.2361254953271028,0.14485981308411214,27,0.053366440000000015,0.0,0
tr|X2JAQ5|X2JAQ5_DROME,214,0.23762750000000007,0.04205607476635514,3,0.28715806000000005,0.12,3
tr|Q9VIQ4|Q9VIQ4_DROME,214,0.1356409672897196,0.0,0,0.11228698000000001,0.0,0
tr|D0EP94|D0EP94_DROME,214,0.3595143925233646,0.1308411214953271,10,0.4074799599999999,0.1,3
tr|D0EP92|D0EP92_DROME,214,0.38396070093457957,0.14953271028037382,10,0.39709846000000004,0.04,2
tr|Q7JYK5|Q7JYK5_DROME,213,0.21619132394366194,0.03286384976525822,7,0.1117181,0.0,0
tr|D0EP91|D0EP91_DROME,213,0.3544023802816903,0.12206572769953052,10,0.38910684,0.08,3
sp|Q8MSW4|METL5_DROME,213,0.18145065258215973,0.0,0,0.26935818,0.0,0
tr|Q9W3G9|Q9W3G9_DROME,213,0.39149790140845087,0.3427230046948357,49,0.21176699999999996,0.0,0
sp|P32845|NULLO_DROME,213,0.46978123943661954,0.431924882629108,32,0.44429528000000007,0.34,15
tr|A0A0B4K878|A0A0B4K878_DROME,213,0.5910855492957745,0.6995305164319249,107,0.32309398,0.3,15
tr|Q9VC31|Q9VC31_DROME,213,0.21044903286384975,0.11267605633802817,21,0.034519839999999996,0.0,0
tr|M9PGI6|M9PGI6_DROME,213,0.14707625352112677,0.0,0,0.20153661999999994,0.0,0
tr|M9NFK6|M9NFK6_DROME,213,0.03652896713615024,0.0,0,0.019245579999999995,0.0,0
tr|A0A0B4JD04|A0A0B4JD04_DROME,213,0.10888878403755865,0.0,0,0.0191246,0.0,0
tr|O18333|O18333_DROME,213,0.2808585070422535,0.15023474178403756,23,0.061607640000000005,0.0,0
tr|M9PBZ7|M9PBZ7_DROME,213,0.47176053521126776,0.39906103286384975,84,0.17979988,0.0,0
tr|B7Z0A0|B7Z0A0_DROME,213,0.11251225352112676,0.0,0,0.08161306000000002,0.0,0
sp|P02518|HSP27_DROME,213,0.5294287323943662,0.568075117370892,70,0.1953814199999999,0.0,0
tr|E1JHX0|E1JHX0_DROME,213,0.46838205164319235,0.3427230046948357,36,0.35367526,0.0,0
sp|Q24040|BGB_DROME,213,0.2962083708920189,0.018779342723004695,1,0.29568589999999995,0.0,0
tr|Q9VE08|Q9VE08_DROME,213,0.640906929577465,0.8309859154929577,96,0.7633607600000001,1.0,50
tr|Q9VT73|Q9VT73_DROME,213,0.39191228638497655,0.17370892018779344,26,0.5689050800000001,0.52,26
tr|Q9VE71|Q9VE71_DROME,213,0.2280925821596242,0.10328638497652583,6,0.07061434,0.0,0
tr|X2JBU2|X2JBU2_DROME,213,0.45897035211267606,0.39906103286384975,24,0.40060269999999987,0.38,14
tr|A8QI32|A8QI32_DROME,213,0.34153717840375597,0.2535211267605634,54,0.8073531399999996,1.0,50
tr|Q7KY04|Q7KY04_DROME,213,0.18935209859154933,0.0,0,0.09065912000000001,0.0,0
sp|P48604|GRPE_DROME,213,0.4271713333333332,0.3427230046948357,35,0.5142012999999999,0.42,21
tr|A8QI13|A8QI13_DROME,213,0.3447593708920189,0.24882629107981222,53,0.8035818399999998,1.0,50
tr|Q9Y107|Q9Y107_DROME,213,0.21613799530516412,0.046948356807511735,5,0.3520242999999999,0.16,5
tr|Q9W3G8|Q9W3G8_DROME,213,0.2192359671361504,0.0,0,0.24254997999999994,0.0,0
tr|A8JRH4|A8JRH4_DROME,213,0.019215431924882627,0.0,0,0.005585319999999998,0.0,0
tr|Q9VG26|Q9VG26_DROME,213,0.30398018779342717,0.03755868544600939,4,0.31842992,0.06,2
sp|Q24039|BRO_DROME,213,0.43078090610328645,0.29577464788732394,33,0.3891467800000001,0.14,3
tr|Q9VHA5|Q9VHA5_DROME,213,0.1535193051643192,0.0,0,0.16614046,0.0,0
tr|Q9VBQ4|Q9VBQ4_DROME,213,0.06379777934272293,0.0,0,0.07054743999999999,0.0,0
tr|M9ND90|M9ND90_DROME,212,0.21396759433962262,0.08018867924528301,13,0.11024580000000002,0.0,0
tr|Q9VVY1|Q9VVY1_DROME,212,0.10932856603773584,0.04716981132075472,8,0.13621722000000003,0.0,0
tr|Q9W2V7|Q9W2V7_DROME,212,0.29466810377358493,0.16037735849056603,32,0.18742901999999995,0.0,0
tr|Q8IP75|Q8IP75_DROME,212,0.14635199056603776,0.0047169811320754715,1,0.15652023999999995,0.0,0
sp|O76767|ERD2_DROME,212,0.004872127358490564,0.0,0,0.00362608,0.0,0
tr|Q86BH3|Q86BH3_DROME,212,0.21158159905660368,0.0047169811320754715,1,0.26615938,0.02,1
tr|Q9VAK5|Q9VAK5_DROME,212,0.1122208584905661,0.0,0,0.16532902,0.0,0
tr|Q9VFE5|Q9VFE5_DROME,212,0.00986097641509435,0.0,0,0.0047441,0.0,0
tr|Q9VFE3|Q9VFE3_DROME,212,0.024873523584905653,0.0047169811320754715,1,0.012569019999999995,0.0,0
tr|Q7JVM1|Q7JVM1_DROME,212,0.3784548066037736,0.27358490566037735,18,0.11592965999999998,0.0,0
tr|Q9VRJ5|Q9VRJ5_DROME,212,0.5728035424528299,0.6745283018867925,47,0.6686143000000002,0.92,46
tr|Q4AB38|Q4AB38_DROME,212,0.06732755660377361,0.0,0,0.029821420000000005,0.0,0
tr|Q9VH76|Q9VH76_DROME,212,0.5584060849056603,0.7405660377358491,54,0.5312071600000001,0.7,22
tr|Q6IJL2|Q6IJL2_DROME,212,0.08955312264150946,0.0,0,0.10770714000000005,0.0,0
tr|A1ZA08|A1ZA08_DROME,212,0.09113780660377357,0.018867924528301886,2,0.16448930000000012,0.08,2
sp|P36975|SNP25_DROME,212,0.5982905990566042,0.7830188679245284,36,0.6273644999999999,0.74,32
tr|Q9VG92|Q9VG92_DROME,212,0.16168285849056613,0.009433962264150943,2,0.11691074,0.0,0
tr|Q9VX96|Q9VX96_DROME,212,0.09149403301886798,0.0,0,0.05130194,0.0,0
sp|Q9VTY4|KXDL1_DROME,212,0.44430872641509445,0.25471698113207547,32,0.35862733999999996,0.02,1
tr|Q8INY9|Q8INY9_DROME,212,0.5105899764150943,0.5377358490566038,66,0.5750594800000001,0.7,21
tr|Q9W236|Q9W236_DROME,212,0.458505382075472,0.3113207547169811,41,0.4464155599999999,0.32,5
tr|Q9VXT6|Q9VXT6_DROME,212,0.14100767924528304,0.02830188679245283,5,0.02957912,0.0,0
tr|Q9VB64|Q9VB64_DROME,212,0.17633853301886795,0.0,0,0.08624466,0.0,0
tr|Q8SZ23|Q8SZ23_DROME,212,0.5416491320754719,0.6886792452830188,54,0.37622710000000004,0.46,17
tr|Q9VS03|Q9VS03_DROME,212,0.4482586179245281,0.41037735849056606,43,0.3745292800000001,0.1,5
tr|A1Z991|A1Z991_DROME,212,0.13272570283018872,0.0,0,0.10863937999999998,0.0,0
tr|Q9I7L3|Q9I7L3_DROME,211,0.22247138388625592,0.009478672985781991,1,0.27378996,0.04,1
tr|Q8IRH2|Q8IRH2_DROME,211,0.07016022274881516,0.0,0,0.18658677999999998,0.0,0
tr|Q9VUK1|Q9VUK1_DROME,211,0.6732338909952607,0.6682464454976303,118,0.20095934000000007,0.0,0
tr|A1Z8X0|A1Z8X0_DROME,211,0.5736367867298582,0.6066350710900474,45,0.54780636,0.48,16
tr|A1ZB29|A1ZB29_DROME,211,0.22191641706161144,0.014218009478672985,3,0.24526836,0.0,0
tr|Q0E8T4|Q0E8T4_DROME,211,0.35096157819905205,0.24170616113744076,12,0.12964304,0.04,2
sp|Q9VK68|PITH1_DROME,211,0.34932736966824635,0.18009478672985782,18,0.4687796000000001,0.4,18
tr|Q1EC46|Q1EC46_DROME,211,0.041570393364928925,0.0,0,0.00262062,0.0,0
sp|Q9VCI0|ORN_DROME,211,0.14737168720379143,0.0,0,0.17205375999999994,0.0,0
tr|M9NFN8|M9NFN8_DROME,211,0.03619403317535545,0.0,0,0.022139119999999998,0.0,0
tr|Q9VV70|Q9VV70_DROME,211,0.545861431279621,0.6445497630331753,81,0.28331738,0.18,8
sp|Q9VWI4|NARYA_DROME,211,0.3704091469194311,0.27014218009478674,40,0.09209077999999998,0.0,0
sp|Q08012|GRAP_DROME,211,0.21505162559241725,0.0,0,0.23484891999999996,0.0,0
tr|Q9I7W2|Q9I7W2_DROME,211,0.16321704739336493,0.02843601895734597,6,0.24271171999999996,0.12,6
tr|Q9VAK3|Q9VAK3_DROME,211,0.08930088151658773,0.0,0,0.10090199999999999,0.0,0
tr|A0A0B4JCY2|A0A0B4JCY2_DROME,211,0.06028603317535541,0.0,0,0.06749215999999998,0.0,0
tr|Q9VCQ2|Q9VCQ2_DROME,211,0.027015710900473944,0.0,0,0.08083401999999999,0.0,0
tr|Q9W579|Q9W579_DROME,211,0.2083853033175356,0.0,0,0.25935308,0.0,0
sp|Q9VVF7|MIP_DROME,211,0.5089474075829385,0.4881516587677725,38,0.42271100000000006,0.44,21
tr|Q0E8D0|Q0E8D0_DROME,211,0.37259667298578164,0.15165876777251186,26,0.25553279999999995,0.0,0
tr|Q86BI8|Q86BI8_DROME,211,0.6788078530805693,0.8625592417061612,71,0.67570534,0.96,48
tr|Q9VEK7|Q9VEK7_DROME,211,0.2699521895734597,0.07582938388625593,6,0.22610271999999998,0.0,0
