Protein_ID	MD5_Digest	Length	Analysis	Signature_Accession	Signature_Description	Start	Stop	Score	Status	Date	InterPro_Accession	InterPro_Description	GO_Annotations	Pathway_Annotations
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	218	238	1.1	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	539	560	1.6	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	510	532	2.1	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	104	126	1.6	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	188	210	13	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	76	98	1.3	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	566	588	0.76	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	160	182	1.6	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	48	70	0.27	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	342	364	0.86	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	482	504	0.84	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	454	476	0.37	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	370	392	4.2	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	315	336	9.2	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	398	420	0.31	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	595	616	0.67	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA53635|XBXL10_1g28555	e3f74f87048506c586501a8229e3c9c2	655	Pfam	PF00096	"Zinc finger, C2H2 type"	426	448	1.8	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63648|XBXL10_1g33703	9f866d6fae3ef9bc8157579529b1589c	123	Pfam	PF00049	Insulin/IGF/Relaxin family	85	107	0.36	T	7/5/2026	IPR016179	Insulin-like	-	-
XBmRNA63648|XBXL10_1g33703	9f866d6fae3ef9bc8157579529b1589c	123	Pfam	PF00049	Insulin/IGF/Relaxin family	55	80	0.21	T	7/5/2026	IPR016179	Insulin-like	-	-
XBmRNA16993|XBXL10_1g9127	cccb3b5fa22f79f633e55b40f4e5a0e5	883	Pfam	PF07842	GC-rich sequence DNA-binding factor-like protein	562	773	3.20E-28	T	7/5/2026	IPR022783	"GCF, C-terminal"	-	-
XBmRNA75438|XBXL10_1g40101	8ce6814494bc7fb51593a84d63ab46df	942	Pfam	PF16043	Domain of unknown function (DUF4795)	572	761	6.30E-67	T	7/5/2026	IPR032013	Domain of unknown function DUF4795	-	-
XBmRNA53827|XBXL10_1g28650	4782052df539a81e370d037037283b7b	1076	Pfam	PF00063	Myosin head (motor domain)	81	752	1.90E-234	T	7/5/2026	IPR001609	"Myosin head, motor domain-like"	-	-
XBmRNA53827|XBXL10_1g28650	4782052df539a81e370d037037283b7b	1076	Pfam	PF06017	"Unconventional myosin tail, actin- and lipid-binding"	884	1053	9.90E-32	T	7/5/2026	IPR010926	Class I myosin tail homology domain	-	-
XBmRNA67402|XBXL10_1g35704	ac983f418927c906e9a91e56df01db2a	453	Pfam	PF00364	Biotin-requiring enzyme	71	142	4.10E-18	T	7/5/2026	IPR000089	Biotin/lipoyl attachment	-	-
XBmRNA67402|XBXL10_1g35704	ac983f418927c906e9a91e56df01db2a	453	Pfam	PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	221	451	2.40E-79	T	7/5/2026	IPR001078	"2-oxoacid dehydrogenase acyltransferase, catalytic domain"	-	-
XBmRNA3715|XBXL10_1g2043	471300d5c48884ef3e07307a37adc9e5	876	Pfam	PF04389	Peptidase family M28	158	350	5.10E-51	T	7/5/2026	IPR007484	Peptidase M28	-	-
XBmRNA3715|XBXL10_1g2043	471300d5c48884ef3e07307a37adc9e5	876	Pfam	PF22249	"Endoplasmic reticulum metallopeptidase 1, TM domain"	419	640	8.50E-96	T	7/5/2026	IPR053974	"Endoplasmic reticulum metallopeptidase 1/1-A, TM domain"	-	-
XBmRNA3715|XBXL10_1g2043	471300d5c48884ef3e07307a37adc9e5	876	Pfam	PF22248	"Endoplasmic reticulum metallopeptidase 1, C-terminal domain"	654	874	1.60E-75	T	7/5/2026	IPR053973	"Endoplasmic reticulum metallopeptidase 1-like, C-terminal domain"	-	-
XBmRNA8366|XBXL10_1g4496	eb25e64ef2127b0e77838ae48aac3072	546	Pfam	PF14603	Helically-extended SH3 domain	455	536	1.80E-27	T	7/5/2026	IPR029294	Helically-extended SH3 domain	-	-
XBmRNA8366|XBXL10_1g4496	eb25e64ef2127b0e77838ae48aac3072	546	Pfam	PF14603	Helically-extended SH3 domain	310	398	2.30E-27	T	7/5/2026	IPR029294	Helically-extended SH3 domain	-	-
XBmRNA30197|XBXL10_1g16122	b6beb95d5ee001d1ba11c779964ab082	578	Pfam	PF02893	GRAM domain	447	567	1.90E-16	T	7/5/2026	IPR004182	GRAM domain	-	-
XBmRNA36765|XBXL10_1g19871	d7a021f42bc906bf2c2a68364715c000	212	Pfam	PF00561	alpha/beta hydrolase fold	34	145	4.10E-04	T	7/5/2026	IPR000073	Alpha/beta hydrolase fold-1	-	-
XBmRNA4032|XBXL10_1g2183	093f965a25e2477468230e6d4fafcd57	408	Pfam	PF00089	Trypsin	55	292	1.70E-59	T	7/5/2026	IPR001254	"Serine proteases, trypsin domain"	-	-
XBmRNA10891|XBXL10_1g5826	0895fad64bb1ae5f2aa67e4044568604	558	Pfam	PF01336	OB-fold nucleic acid binding domain	138	217	3.80E-09	T	7/5/2026	IPR004365	"OB-fold nucleic acid binding domain, AA-tRNA synthetase-type"	-	-
XBmRNA10891|XBXL10_1g5826	0895fad64bb1ae5f2aa67e4044568604	558	Pfam	PF20917	"Asparaginal-tRNA synthetase, N-terminal domain"	31	120	2.40E-25	T	7/5/2026	IPR048952	"Asparagine--tRNA ligase, N-terminal domain"	-	-
XBmRNA10891|XBXL10_1g5826	0895fad64bb1ae5f2aa67e4044568604	558	Pfam	PF00152	"tRNA synthetases class II (D, K and N)"	236	551	8.50E-75	T	7/5/2026	IPR004364	"Aminoacyl-tRNA synthetase, class II (D/K/N)"	-	-
XBmRNA35122|XBXL10_1g19035	bb6d43da93cf3c92ab9788c21a69d95b	347	Pfam	PF00641	Zn-finger in Ran binding protein and others	10	35	0.0079	T	7/5/2026	IPR001876	"Zinc finger, RanBP2-type"	-	-
XBmRNA35122|XBXL10_1g19035	bb6d43da93cf3c92ab9788c21a69d95b	347	Pfam	PF00641	Zn-finger in Ran binding protein and others	67	93	0.02	T	7/5/2026	IPR001876	"Zinc finger, RanBP2-type"	-	-
XBmRNA10104|XBXL10_1g5416	6710673a0b7d0e87d381d9f5554dc145	763	Pfam	PF21366	"TRAFD1/XAF1, zinc finger"	94	135	3.90E-19	T	7/5/2026	IPR049439	"TRAFD1/XAF1, zinc finger"	-	-
XBmRNA42276|XBXL10_1g22684	ee5c90fd6bdf2811dd721a97c3bac970	86	Pfam	PF05486	Signal recognition particle 9 kDa protein (SRP9)	5	73	1.30E-11	T	7/5/2026	IPR039432	SRP9 domain	-	-
XBmRNA7751|XBXL10_1g4195	b76a95f5200fc88435836cc788225fbf	323	Pfam	PF00191	Annexin	178	243	1.80E-19	T	7/5/2026	IPR018502	Annexin repeat	-	-
XBmRNA7751|XBXL10_1g4195	b76a95f5200fc88435836cc788225fbf	323	Pfam	PF00191	Annexin	94	158	1.30E-19	T	7/5/2026	IPR018502	Annexin repeat	-	-
XBmRNA7751|XBXL10_1g4195	b76a95f5200fc88435836cc788225fbf	323	Pfam	PF00191	Annexin	22	87	1.20E-20	T	7/5/2026	IPR018502	Annexin repeat	-	-
XBmRNA7751|XBXL10_1g4195	b76a95f5200fc88435836cc788225fbf	323	Pfam	PF00191	Annexin	253	318	1.70E-21	T	7/5/2026	IPR018502	Annexin repeat	-	-
XBmRNA4830|XBXL10_1g2745	c9a21c49a7de1556e7d2d6dec6740e26	773	Pfam	PF01529	DHHC palmitoyltransferase	102	222	1.20E-31	T	7/5/2026	IPR001594	"Palmitoyltransferase, DHHC domain"	-	-
XBmRNA53740|XBXL10_1g28606	e274f12de133df7c9ba56b34b77c4401	130	Pfam	PF00125	Core histone H2A/H2B/H3/H4 domain	6	89	8.60E-13	T	7/5/2026	IPR007125	Core Histone H2A/H2B/H3 domain	-	-
XBmRNA53740|XBXL10_1g28606	e274f12de133df7c9ba56b34b77c4401	130	Pfam	PF16211	C-terminus of histone H2A	92	125	4.20E-17	T	7/5/2026	IPR032454	"Histone H2A, C-terminal domain"	-	-
XBmRNA2101|XBXL10_1g1279	bf0fd2d3daa2b0c6e00bb1de0fe57568	103	Pfam	PF00048	"Small cytokines (intecrine/chemokine), interleukin-8 like"	33	91	3.40E-14	T	7/5/2026	IPR001811	Chemokine interleukin-8-like domain	-	-
XBmRNA20891|XBXL10_1g11117	6f77f82dd7e78739603968182db531f6	373	Pfam	PF00089	Trypsin	138	279	8.30E-06	T	7/5/2026	IPR001254	"Serine proteases, trypsin domain"	-	-
XBmRNA23849|XBXL10_1g12707	2d01908bd554ea8af5e26e6833bdf4df	186	Pfam	PF00025	ADP-ribosylation factor family	11	180	5.30E-43	T	7/5/2026	IPR006689	"Small GTPase superfamily, ARF/SAR type"	-	-
XBmRNA61539|XBXL10_1g32602	c8911532a0afc9b18c958da7fa534995	549	Pfam	PF00017	SH2 domain	439	522	4.50E-07	T	7/5/2026	IPR000980	SH2 domain	-	-
XBmRNA24576|XBXL10_1g12984	19ebe26506700e6958c7d679f3ce43db	207	Pfam	PF00071	Ras family	10	170	6.90E-65	T	7/5/2026	IPR001806	Small GTPase	-	-
XBmRNA41138|XBXL10_1g22127	a3e5bb2fc8f8c5f642a1aff7e95d6930	193	Pfam	PF00071	Ras family	7	178	7.00E-51	T	7/5/2026	IPR001806	Small GTPase	-	-
XBmRNA39183|XBXL10_1g21152	176e904b0fbfd814227b9098b3ea0d9d	557	Pfam	PF01529	DHHC palmitoyltransferase	121	273	1.10E-24	T	7/5/2026	IPR001594	"Palmitoyltransferase, DHHC domain"	-	-
XBmRNA46992|XBXL10_1g25176	4d7d22e1ce541dadd46cac0f58122ee8	547	Pfam	PF00069	Protein kinase domain	236	480	2.00E-58	T	7/5/2026	IPR000719	Protein kinase domain	-	-
XBmRNA14860|XBXL10_1g7875	d3c00e28511c9e34087d7de3736e3a05	435	Pfam	PF10192	"GPR180/TMEM145, transmembrane domain"	172	400	2.10E-63	T	7/5/2026	IPR019336	"GPR180/TMEM145, transmembrane domain"	-	-
XBmRNA14860|XBXL10_1g7875	d3c00e28511c9e34087d7de3736e3a05	435	Pfam	PF21870	"GP180, GOLD domain"	19	128	7.00E-42	T	7/5/2026	IPR053880	"GPR180-like, N-terminal domain"	-	-
XBmRNA24869|XBXL10_1g13133	c1abb193945a4e9f109887f5ebf585ff	911	Pfam	PF02338	OTU-like cysteine protease	186	355	2.60E-15	T	7/5/2026	IPR003323	OTU domain	-	-
XBmRNA24869|XBXL10_1g13133	c1abb193945a4e9f109887f5ebf585ff	911	Pfam	PF28552	"OTUD7A/B, UBA domain"	4	53	1.00E-22	T	7/5/2026	IPR060539	"OTUD7A/B, UBA domain"	-	-
XBmRNA24869|XBXL10_1g13133	c1abb193945a4e9f109887f5ebf585ff	911	Pfam	PF01754	A20-like zinc finger	872	896	8.40E-05	T	7/5/2026	IPR002653	"Zinc finger, A20-type"	-	-
XBmRNA47169|XBXL10_1g25273	ff89e80c9616f23b5e626857a9b66ef5	695	Pfam	PF22883	"Consortin, N-terminal domain"	179	229	9.70E-24	T	7/5/2026	IPR054132	"Consortin, N-terminal domain"	-	-
XBmRNA47169|XBXL10_1g25273	ff89e80c9616f23b5e626857a9b66ef5	695	Pfam	PF15281	Consortin C-terminus	583	692	9.20E-49	T	7/5/2026	IPR028129	"Consortin, C-terminal domain"	-	-
XBmRNA34321|XBXL10_1g18656	a6e394cee2dc1b619c61d2f3116c2393	520	Pfam	PF00884	Sulfatase	28	352	1.70E-66	T	7/5/2026	IPR000917	"Sulfatase, N-terminal"	-	-
XBmRNA34321|XBXL10_1g18656	a6e394cee2dc1b619c61d2f3116c2393	520	Pfam	PF14707	C-terminal region of aryl-sulfatase	377	506	9.40E-31	T	7/5/2026	-	-	-	-
XBgroup264	edd41e6464b1da6ebc8b280e56ae9ce6	473	Pfam	PF07690	Major Facilitator Superfamily	26	319	6.20E-28	T	7/5/2026	IPR011701	Major facilitator superfamily	-	-
XBgroup264	edd41e6464b1da6ebc8b280e56ae9ce6	473	Pfam	PF07690	Major Facilitator Superfamily	324	443	1.60E-07	T	7/5/2026	IPR011701	Major facilitator superfamily	-	-
XBmRNA58619|XBXL10_1g31009	81cde3d4700651a2dd858f4f2f589f56	522	Pfam	PF00665	Integrase core domain	343	437	1.50E-12	T	7/5/2026	IPR001584	"Integrase, catalytic core"	-	-
XBmRNA58619|XBXL10_1g31009	81cde3d4700651a2dd858f4f2f589f56	522	Pfam	PF00075	RNase H	65	207	6.10E-15	T	7/5/2026	IPR002156	Ribonuclease H domain	-	-
XBmRNA58619|XBXL10_1g31009	81cde3d4700651a2dd858f4f2f589f56	522	Pfam	PF17921	Integrase zinc binding domain	271	326	0.0072	T	7/5/2026	IPR041588	Integrase zinc-binding domain	-	-
XBmRNA58619|XBXL10_1g31009	81cde3d4700651a2dd858f4f2f589f56	522	Pfam	PF18697	Murine leukemia virus (MLV) integrase (IN) C-terminal domain	470	522	7.40E-11	T	7/5/2026	IPR040643	"Murine leukemia virus integrase, C-terminal"	-	-
XBmRNA3557|XBXL10_1g1995	075cd075f94c05208fcfdd0d42951743	484	Pfam	PF00096	"Zinc finger, C2H2 type"	431	455	0.25	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA3557|XBXL10_1g1995	075cd075f94c05208fcfdd0d42951743	484	Pfam	PF00096	"Zinc finger, C2H2 type"	401	425	0.21	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA3557|XBXL10_1g1995	075cd075f94c05208fcfdd0d42951743	484	Pfam	PF00096	"Zinc finger, C2H2 type"	461	483	0.11	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA9629|XBXL10_1g5178	fb17ec712e490ae0215fbb9356f7b6ae	233	Pfam	PF00030	Beta/Gamma crystallin	33	114	3.50E-23	T	7/5/2026	IPR001064	Beta/gamma crystallin	-	-
XBmRNA9629|XBXL10_1g5178	fb17ec712e490ae0215fbb9356f7b6ae	233	Pfam	PF00030	Beta/Gamma crystallin	123	205	1.50E-26	T	7/5/2026	IPR001064	Beta/gamma crystallin	-	-
XBmRNA3212|XBXL10_1g1805	f37cd5acee5cb2b129ba484f2e6abee2	51	Pfam	PF10642	Mitochondrial import receptor subunit or translocase	1	48	3.50E-07	T	7/5/2026	IPR019603	"Mitochondrial outer membrane translocase complex, subunit Tom5"	-	-
XBmRNA10527|XBXL10_1g5617	2a9f0c8e852cc312114db28acd8315bb	346	Pfam	PF00001	7 transmembrane receptor (rhodopsin family)	68	318	2.90E-47	T	7/5/2026	IPR000276	"G protein-coupled receptor, rhodopsin-like"	-	-
XBmRNA16488|XBXL10_1g8796	888a00e4e64b7081484b5d80540dbd60	675	Pfam	PF10186	Vacuolar sorting 38 and autophagy-related subunit 14	179	420	3.10E-10	T	7/5/2026	IPR018791	UV radiation resistance protein/autophagy-related protein 14	-	-
XBmRNA4179|XBXL10_1g2380	b6e7cc9e327f385847ce26215b3dd817	317	Pfam	PF13853	Olfactory receptor	31	305	8.00E-48	T	7/5/2026	IPR000725	Olfactory receptor	-	-
XBmRNA78478|XBXL10_1g41647	f1e1cdf07a5cff2e44e90a690713265e	313	Pfam	PF13853	Olfactory receptor	21	295	1.10E-46	T	7/5/2026	IPR000725	Olfactory receptor	-	-
XBmRNA55302|XBXL10_1g29418	f2503bf0703d30994a6d85284c36c848	215	Pfam	PF00386	C1q domain	86	212	1.30E-23	T	7/5/2026	IPR001073	C1q domain	-	-
XBmRNA19301|XBXL10_1g10331	59c99b3f62188ad10eef8d6007572833	155	Pfam	PF01246	Ribosomal protein L24e	1	66	3.30E-29	T	7/5/2026	IPR000988	"Large ribosomal subunit protein eL24-related, N-terminal"	-	-
XBmRNA82686|XBXL10_1g43951	c630624e8276a61e185c1c5cb53b6d21	283	Pfam	PF00076	RNA recognition motif	141	210	6.80E-15	T	7/5/2026	IPR000504	RNA recognition motif domain	-	-
XBmRNA43929|XBXL10_1g23531	cd9e8a5cc3cb6189b113b0dcc250f8cc	343	Pfam	PF13489	Methyltransferase domain	133	288	1.40E-19	T	7/5/2026	-	-	-	-
XBmRNA9247|XBXL10_1g4943	29be1d0292cb836bb11667f0fb8c27ef	1311	Pfam	PF02210	Laminin G domain	216	344	1.80E-20	T	7/5/2026	IPR001791	Laminin G domain	-	-
XBmRNA9247|XBXL10_1g4943	29be1d0292cb836bb11667f0fb8c27ef	1311	Pfam	PF02210	Laminin G domain	824	942	1.40E-21	T	7/5/2026	IPR001791	Laminin G domain	-	-
XBmRNA9247|XBXL10_1g4943	29be1d0292cb836bb11667f0fb8c27ef	1311	Pfam	PF02210	Laminin G domain	1046	1176	4.30E-13	T	7/5/2026	IPR001791	Laminin G domain	-	-
XBmRNA9247|XBXL10_1g4943	29be1d0292cb836bb11667f0fb8c27ef	1311	Pfam	PF02210	Laminin G domain	401	526	2.80E-11	T	7/5/2026	IPR001791	Laminin G domain	-	-
XBmRNA9247|XBXL10_1g4943	29be1d0292cb836bb11667f0fb8c27ef	1311	Pfam	PF00754	F5/8 type C domain	51	178	3.80E-23	T	7/5/2026	IPR000421	"Coagulation factor 5/8, C-terminal domain"	-	-
XBmRNA9247|XBXL10_1g4943	29be1d0292cb836bb11667f0fb8c27ef	1311	Pfam	PF00008	EGF-like domain	556	586	0.48	T	7/5/2026	IPR000742	EGF-like domain	-	-
XBmRNA47146|XBXL10_1g25259	c7f2697a3c70e53838e891b69bc8995c	296	Pfam	PF00352	"Transcription factor TFIID (or TATA-binding protein, TBP)"	209	291	1.30E-28	T	7/5/2026	IPR000814	TATA-box binding protein	-	-
XBmRNA47146|XBXL10_1g25259	c7f2697a3c70e53838e891b69bc8995c	296	Pfam	PF00352	"Transcription factor TFIID (or TATA-binding protein, TBP)"	120	201	2.20E-30	T	7/5/2026	IPR000814	TATA-box binding protein	-	-
XBmRNA66608|XBXL10_1g35292	22d4b32c5224898e67ee9a61b13b610f	708	Pfam	PF09380	FERM C-terminal PH-like domain	197	285	2.40E-25	T	7/5/2026	IPR018980	"FERM, C-terminal PH-like domain"	-	-
XBmRNA66608|XBXL10_1g35292	22d4b32c5224898e67ee9a61b13b610f	708	Pfam	PF09379	FERM N-terminal domain	6	69	3.10E-13	T	7/5/2026	IPR018979	"FERM, N-terminal"	-	-
XBmRNA66608|XBXL10_1g35292	22d4b32c5224898e67ee9a61b13b610f	708	Pfam	PF08736	FERM adjacent (FA)	292	330	8.30E-07	T	7/5/2026	IPR014847	FERM adjacent	-	-
XBmRNA66608|XBXL10_1g35292	22d4b32c5224898e67ee9a61b13b610f	708	Pfam	PF00373	FERM central domain	86	192	7.40E-18	T	7/5/2026	IPR019748	FERM central domain	-	-
XBmRNA31079|XBXL10_1g16552	14f6ba31595162f10f55469fe53583ac	503	Pfam	PF07679	Immunoglobulin I-set domain	255	345	4.80E-15	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA31079|XBXL10_1g16552	14f6ba31595162f10f55469fe53583ac	503	Pfam	PF07679	Immunoglobulin I-set domain	354	445	2.40E-11	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA50976|XBXL10_1g27230	ba6ff9e4f6c1f8228953c9f6301b4cbb	599	Pfam	PF00069	Protein kinase domain	30	287	8.00E-55	T	7/5/2026	IPR000719	Protein kinase domain	-	-
XBmRNA35093|XBXL10_1g19019	75c28a0889bf2cd8d58306ebe9f2d577	313	Pfam	PF00777	Glycosyltransferase family 29 (sialyltransferase)	64	260	6.30E-30	T	7/5/2026	IPR001675	Glycosyl transferase family 29	-	-
XBmRNA21076|XBXL10_1g11220	a72a3e3d32ca94651d779461eadf9300	309	Pfam	PF00001	7 transmembrane receptor (rhodopsin family)	50	288	3.40E-09	T	7/5/2026	IPR000276	"G protein-coupled receptor, rhodopsin-like"	-	-
XBmRNA28297|XBXL10_1g15181	2c4750fc28746873eeaf2394056ecd9d	450	Pfam	PF02931	Neurotransmitter-gated ion-channel ligand binding domain	43	249	4.20E-48	T	7/5/2026	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain	-	-
XBmRNA28297|XBXL10_1g15181	2c4750fc28746873eeaf2394056ecd9d	450	Pfam	PF02932	Neurotransmitter-gated ion-channel transmembrane region	256	342	2.60E-34	T	7/5/2026	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain	-	-
XBmRNA32312|XBXL10_1g17532	51a1fb63bc84bdb88a08f232d2017b1c	273	Pfam	PF15503	Protein phosphatase 1 regulatory subunit 35 C-terminus	132	267	3.20E-18	T	7/5/2026	IPR029135	"Protein phosphatase 1 regulatory subunit 35, C-terminal"	-	-
XBmRNA56180|XBXL10_1g29850	12e184c881d330921420d2e2ef4508db	334	Pfam	PF00777	Glycosyltransferase family 29 (sialyltransferase)	81	324	6.40E-80	T	7/5/2026	IPR001675	Glycosyl transferase family 29	-	-
XBmRNA51783|XBXL10_1g27597	9c74ed1d1a441394761b2914992bba3c	481	Pfam	PF03147	Ferredoxin-fold anticodon binding domain	388	480	2.50E-13	T	7/5/2026	IPR005121	Ferrodoxin-fold anticodon-binding domain	-	-
XBmRNA51783|XBXL10_1g27597	9c74ed1d1a441394761b2914992bba3c	481	Pfam	PF01409	tRNA synthetases class II core domain (F)	272	373	6.30E-26	T	7/5/2026	IPR002319	Phenylalanyl-tRNA synthetase	-	-
XBmRNA51783|XBXL10_1g27597	9c74ed1d1a441394761b2914992bba3c	481	Pfam	PF01409	tRNA synthetases class II core domain (F)	106	230	1.70E-12	T	7/5/2026	IPR002319	Phenylalanyl-tRNA synthetase	-	-
XBmRNA69766|XBXL10_1g36990	a89bbcf8fe4594525578c3e6d3a3fe0b	334	Pfam	PF13865	C-terminal duplication domain of Friend of PRMT1	257	329	8.80E-07	T	7/5/2026	IPR025715	"Chromatin target of PRMT1 protein, C-terminal"	-	-
XBmRNA69563|XBXL10_1g36893	16178587ae643c8eb803eb291299df10	172	Pfam	PF07686	Immunoglobulin V-set domain	37	125	1.60E-04	T	7/5/2026	IPR013106	Immunoglobulin V-set domain	-	-
XBmRNA23425|XBXL10_1g12520	72fac81a1d6c1ec67f9bbcd6e52aacdf	180	Pfam	PF00293	NUDIX domain	20	142	8.00E-17	T	7/5/2026	IPR000086	NUDIX hydrolase domain	-	-
XBmRNA2652|XBXL10_1g1513	8f16516df893ef9dd3c6252c447b5e7d	508	Pfam	PF00859	CTF/NF-I family transcription modulation region	217	503	5.40E-139	T	7/5/2026	IPR000647	CTF transcription factor/nuclear factor 1	-	-
XBmRNA2652|XBXL10_1g1513	8f16516df893ef9dd3c6252c447b5e7d	508	Pfam	PF10524	Nuclear factor I protein pre-N-terminus	9	47	1.90E-23	T	7/5/2026	IPR019548	"CTF transcription factor/nuclear factor 1, N-terminal"	-	-
XBmRNA2652|XBXL10_1g1513	8f16516df893ef9dd3c6252c447b5e7d	508	Pfam	PF03165	MH1 domain	70	172	1.10E-06	T	7/5/2026	IPR003619	"MAD homology 1, Dwarfin-type"	-	-
XBmRNA50163|XBXL10_1g26827	7dfd13f73241072835dc146b4198e2de	283	Pfam	PF00096	"Zinc finger, C2H2 type"	260	282	0.15	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA50163|XBXL10_1g26827	7dfd13f73241072835dc146b4198e2de	283	Pfam	PF00096	"Zinc finger, C2H2 type"	200	224	5	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA50163|XBXL10_1g26827	7dfd13f73241072835dc146b4198e2de	283	Pfam	PF00096	"Zinc finger, C2H2 type"	230	254	1	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA75642|XBXL10_1g40202	fcfb7da6ae27c0ca7c792b953c878485	617	Pfam	PF23409	Echinoderm microtubule-associated protein first beta-propeller	52	311	8.00E-25	T	7/5/2026	IPR055439	"EML-like, first beta-propeller domain"	-	-
XBmRNA75642|XBXL10_1g40202	fcfb7da6ae27c0ca7c792b953c878485	617	Pfam	PF00400	"WD domain, G-beta repeat"	532	568	0.22	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA75642|XBXL10_1g40202	fcfb7da6ae27c0ca7c792b953c878485	617	Pfam	PF00400	"WD domain, G-beta repeat"	449	485	0.018	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA75642|XBXL10_1g40202	fcfb7da6ae27c0ca7c792b953c878485	617	Pfam	PF00400	"WD domain, G-beta repeat"	410	440	1.9	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA75642|XBXL10_1g40202	fcfb7da6ae27c0ca7c792b953c878485	617	Pfam	PF00400	"WD domain, G-beta repeat"	580	610	420	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA58942|XBXL10_1g31161	b782594435c376018e70e2a822bab3e8	485	Pfam	PF03055	Retinal pigment epithelial membrane protein	22	482	1.60E-103	T	7/5/2026	IPR004294	Carotenoid oxygenase	-	-
