Uniprot_ID,Flybase_ID,Gene_Symbol,Name,XSome_Loc,Xsome_Coord,FBtr_ID,FBpp_ID,Source,Description
Q9VQS6,FBgn0024244,drm,drumstick,2L,3539247..3548423(1),"FBtr0344768, FBtr0077531, FBtr0077530","FBpp0077219, FBpp0311097, FBpp0077220",FlyBase Gene Snapshot,drumstick (drm) encodes a member of the Odd-skipped (Odd) family of zinc finger proteins involved in developmental patterning and cell fate specification. It stabilizes the related Odd family protein encoded by bowl in the nucleus by outcompeting the binding of the nuclear protein encoded by lin to the product of bowl and localizing the product of lin to the cytoplasm.
E1JIA5,FBgn0259933,Dpm2,Dolichyl-phosphate mannosyltransferase subunit 2,3L,3319555..3322489(1),FBtr0300240,FBpp0289473,Alliance,"Predicted to enable enzyme regulator activity. Predicted to be involved in GPI anchor biosynthetic process. Predicted to be located in endoplasmic reticulum membrane. Predicted to be part of dolichol-phosphate-mannose synthase complex. Is expressed in organism. Human ortholog(s) of this gene implicated in congenital disorder of glycosylation Iu. Orthologous to human DPM2 (dolichyl-phosphate mannosyltransferase subunit 2, regulatory)."
M9PCB0,FBgn0264543,CG43922,N/A,2L,6308377..6308751(-1),FBtr0333243,FBpp0305444,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43922 (FBgn0264543). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:6308377..6308751. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
D1Z365,FBgn0259965,Sfp35C,Seminal fluid protein 35C,2L,15201613..15202092(-1),"FBtr0346715, FBtr0300311","FBpp0289539, FBpp0312326",Alliance,Involved in sexual reproduction. Located in extracellular space. Is expressed in adult head.
Q8IMM2,FBgn0051050,CG31050,N/A,3R,28649909..28650480(-1),"FBtr0336752, FBtr0085317","FBpp0084686, FBpp0307728",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG31050 (FBgn0051050). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:28649909..28650480. Its molecular function is described by: . It is involved in the biological process described with: . 6 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period, in adult male stages.  "
B7Z0J4,FBgn0259721,CG42375,N/A,3R,13779624..13780795(1),FBtr0299976,FBpp0289253,Alliance,Predicted to be active in mitochondrion. Is expressed in adult head. Orthologous to human CMC2 (C-X9-C motif containing 2).
A0A0B4LFS1,FBgn0265836,CG44625,N/A,2R,20235545..20235945(1),FBtr0342672,FBpp0309577,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG44625 (FBgn0265836). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:20235545..20235945. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q7JY89,FBgn0028955,CG8788,N/A,2R,9138486..9141981(1),"FBtr0088581, FBtr0346631","FBpp0312211, FBpp0087662",Alliance,"Is expressed in several structures, including early extended germ band embryo; embryonic/larval muscle system; germ layer; presumptive embryonic/larval system; and stage 5 embryo."
Q9VPZ1,FBgn0040723,CG5011,N/A,2L,1200671..1201220(1),"FBtr0077973, FBtr0335382","FBpp0077638, FBpp0307366",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG5011 (FBgn0040723). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:1200671..1201220. Its molecular function is unknown. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, in adult male stages.  "
Q9VDG1,FBgn0046763,peg,pegasus,3R,21021044..21024163(-1),FBtr0084047,FBpp0083449,FlyBase Gene Snapshot,pegasus (peg) encodes a secreted Kazal-type serine protease whose expression is induced by bacterial infection. RNAi results in lethality and wing adhesion defects.
Q9VTE1,FBgn0052069,CG32069,N/A,3L,11062131..11062614(-1),FBtr0076241,FBpp0075970,Alliance,Predicted to be involved in endoplasmic reticulum to Golgi vesicle-mediated transport. Located in endomembrane system. Is expressed in adult head and adult heart. Orthologous to human IER3IP1 (immediate early response 3 interacting protein 1).
C0PPJ8,FBgn0262882,CG43237,N/A,2R,17205208..17205743(1),FBtr0306290,FBpp0297400,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43237 (FBgn0262882). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:17205208..17205743. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q8T983,FBgn0047351,CG31468,N/A,3R,23699328..23700354(-1),"FBtr0084473, FBtr0334769","FBpp0083864, FBpp0306809",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG31468 (FBgn0047351). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:23699328..23700354. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during late pupal stages, in adult male stages.  "
Q9VJM5,FBgn0045827,CG13245,N/A,2L,16004325..16005461(1),"FBtr0080802, FBtr0346121, FBtr0332228","FBpp0311950, FBpp0304528, FBpp0080360",Alliance,Is expressed in testis.
E1JHS6,FBgn0259956,Sfp24C1,Seminal fluid protein 24C1,2L,3700674..3701092(1),FBtr0300302,FBpp0289530,Alliance,Predicted to enable serine-type endopeptidase inhibitor activity. Involved in sexual reproduction. Located in extracellular space. Is expressed in adult head.
G2J5Z0,FBgn0265177,CG44242,N/A,2R,16196384..16196928(1),"FBtr0339085, FBtr0339084","FBpp0308230, FBpp0308229",Alliance,Predicted to be involved in 2-oxoglutarate metabolic process. Predicted to be part of mitochondrial oxoglutarate dehydrogenase complex. Is expressed in adult head.
Q9VUM2,FBgn0036488,CG6878,N/A,3L,15161817..15162470(1),FBtr0075643,FBpp0075396,Alliance,Involved in regulation of autophagy of mitochondrion. Predicted to be part of TIM23 mitochondrial import inner membrane translocase complex. Is expressed in adult head and adult heart. Orthologous to human ROMO1 (reactive oxygen species modulator 1).
Q8T3Q4,FBgn0051870,CG31870,N/A,2L,10790222..10791450(1),"FBtr0342583, FBtr0080138, FBtr0080137, FBtr0342584","FBpp0079726, FBpp0309538, FBpp0079727, FBpp0309537",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG31870 (FBgn0051870). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:10790222..10791450. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.  
Q9VJL3,FBgn0040984,CG4440,N/A,2L,16329925..16330521(1),"FBtr0337080, FBtr0080835","FBpp0308003, FBpp0080393",Alliance,"Is expressed in several structures, including dorsal ectoderm; extended germ band embryo; larval ventral nerve cord; presumptive embryonic/larval system; and yolk nucleus."
Q9W312,FBgn0052695,CG32695,N/A,X,9872382..9874057(-1),"FBtr0346169, FBtr0343033, FBtr0071398","FBpp0309785, FBpp0071333, FBpp0311997",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG32695 (FBgn0052695). It is a protein_coding_gene from Dmel. Gene sequence location is X:9872382..9874057. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during early larval stages, at stages throughout the pupal period.  "
Q9W2P5,FBgn0034564,CG9344,N/A,2R,20977056..20977600(1),FBtr0071520,FBpp0071449,Alliance,"Predicted to enable RNA binding activity. Predicted to be involved in mRNA splicing, via spliceosome and maturation of SSU-rRNA. Predicted to be part of sno(s)RNA-containing ribonucleoprotein complex; spliceosomal complex; and spliceosomal snRNP complex. Predicted to be active in P-body and nucleolus. Is expressed in organism. Orthologous to human LSM6 (LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated)."
A1ZBK7,FBgn0034443,cer,crammer,2R,19396215..19396772(-1),FBtr0086551,FBpp0085735,Alliance,Enables cysteine-type endopeptidase inhibitor activity. Involved in inhibition of cysteine-type endopeptidase activity; long-term memory; and short-term memory. Located in endomembrane system. Is expressed in adult head; embryonic/larval garland cell; and prothoracic gland.
Q6ILZ3,FBgn0262030,CG42841,N/A,3L,2003109..2005651(-1),"FBtr0303925, FBtr0333432","FBpp0292926, FBpp0305623",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG42841 (FBgn0262030). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:2003109..2005651. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
M9MRV6,FBgn0261635,CG42718,N/A,3L,16320830..16321272(-1),FBtr0303001,FBpp0292126,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG42718 (FBgn0261635). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:16320830..16321272. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed during early larval stages.  
Q8T0J9,FBgn0250849,CG32388,N/A,3L,6983473..6984586(-1),FBtr0076933,FBpp0076642,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG32388 (FBgn0250849). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:6983473..6984586. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of no expression detected.  Peak expression observed during late pupal stages, in adult male stages.  "
Q6IG77,FBgn0085225,CG34196,N/A,2R,18109985..18110494(1),FBtr0112389,FBpp0111304,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG34196 (FBgn0085225). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:18109985..18110494. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.  
Q9VJS1,FBgn0028855,CG15282,N/A,2L,14712471..14713298(1),"FBtr0080656, FBtr0343706, FBtr0302946","FBpp0292072, FBpp0310286, FBpp0080224",Alliance,"Is expressed in several structures, including amnioserosa; embryonic epidermis; and yolk nucleus."
A2VEX9,FBgn0085334,CG34305,N/A,3R,4242785..4243146(-1),FBtr0112501,FBpp0111414,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG34305 (FBgn0085334). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:4242785..4243146. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the larval period.  
Q9VV11,FBgn0036589,CG13067,N/A,3L,16271282..16271918(1),FBtr0075465,FBpp0075220,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG13067 (FBgn0036589). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:16271282..16271918. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of very low expression.  Peak expression observed during early larval stages, at stages throughout the pupal period.  "
Q4V429,FBgn0040751,CG13018,N/A,2R,14157050..14157488(-1),FBtr0087581,FBpp0086707,Alliance,Predicted to be involved in mitochondrial cytochrome c oxidase assembly. Predicted to be active in mitochondrion. Is expressed in embryonic/larval midgut. Human ortholog(s) of this gene implicated in fatal infantile cardioencephalomyopathy due to cytochrome c oxidase deficiency 3. Orthologous to human COA5 (cytochrome c oxidase assembly factor 5).
Q9VQT5,FBgn0031558,CG16704,N/A,2L,3692123..3692587(-1),"FBtr0339575, FBtr0077550","FBpp0308650, FBpp0077239",Alliance,Predicted to enable receptor antagonist activity and transforming growth factor beta binding activity. Predicted to be involved in negative regulation of transforming growth factor beta receptor signaling pathway. Predicted to be active in extracellular space.
Q9VM46,FBgn0266666,Sem1,Suppressor of exocyst mutations 1,2L,7063986..7064467(1),FBtr0079403,FBpp0079031,UniProtKB,Subunit of the 26S proteasome which plays a role in ubiquitin-dependent proteolysis. (UniProtKB:Q9VM46)
Q6IG51,FBgn0262479,CG43069,N/A,2R,18862862..18863277(1),FBtr0304817,FBpp0293357,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43069 (FBgn0262479). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:18862862..18863277. Its molecular function is unknown. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. No phenotypic class data is available.
C9QNZ6,FBgn0259950,CG42460,N/A,2L,3387882..3388496(-1),"FBtr0343241, FBtr0300294","FBpp0289522, FBpp0309922",Alliance,Predicted to enable serine-type endopeptidase inhibitor activity. Is expressed in embryonic/larval crystal cell and procrystal cell.
A1Z7L4,FBgn0053199,CG33199,N/A,2R,8947681..8951086(-1),"FBtr0307344, FBtr0088688","FBpp0087769, FBpp0298345",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG33199 (FBgn0053199). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:8947681..8951086. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  No temporal expression data available due to processing error.  This will be corrected the next time these data and summaries are processed.
Q9V3L0,FBgn0040239,bc10,bc10,3L,5565231..5566765(1),FBtr0077084,FBpp0076792,Alliance,Orthologous to human BLCAP (BLCAP apoptosis inducing factor).
M9PBA3,FBgn0264750,CG44008,N/A,2L,11841502..11842445(-1),"FBtr0334143, FBtr0344447","FBpp0310819, FBpp0306260",Alliance,Predicted to enable serine-type endopeptidase inhibitor activity. Involved in sexual reproduction. Located in extracellular space.
P61855,FBgn0004552,Akh,Adipokinetic hormone,3L,4141467..4142070(1),FBtr0073213,FBpp0073069,FlyBase Gene Snapshot,Adipokinetic hormone (Akh) encodes a peptide hormone secreted by the corpora cardiaca. It signals to the G-protein coupled receptor encoded by AkhR to regulate circulating hemolymph carbohydrates and stored lipid and glycogen in the fat body.
Q9W3T5,FBgn0052736,sloth1,sloth 1,X,7011357..7012137(1),"FBtr0071008, FBtr0071007","FBpp0070968, FBpp0070967",Alliance,Is expressed in organism. Orthologous to human SMIM4 (small integral membrane protein 4).
Q4V621,FBgn0051779,Acp24A4,Accessory gland protein 24A4,2L,3693184..3693905(-1),"FBtr0110767, FBtr0305673","FBpp0296953, FBpp0110063",Alliance,Predicted to enable receptor antagonist activity and transforming growth factor beta binding activity. Involved in sexual reproduction. Located in extracellular space. Orthologous to human EPPIN-WFDC6 (EPPIN-WFDC6 readthrough) and EPPIN (epididymal peptidase inhibitor).
E1JI98,FBgn0259932,CG42455,N/A,3L,9972312..9974023(1),"FBtr0300238, FBtr0300237, FBtr0300239","FBpp0289470, FBpp0289471, FBpp0289472",Alliance,Is expressed in embryonic/larval midgut and organism. Orthologous to human SMIM13 (small integral membrane protein 13).
M9PCZ4,FBgn0264260,CG43760,N/A,2L,15776442..15776852(-1),FBtr0331279,FBpp0303716,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43760 (FBgn0264260). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:15776442..15776852. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
E1JGT2,FBgn0265188,CG44253,N/A,2R,23058248..23058793(1),FBtr0339111,FBpp0308256,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG44253 (FBgn0265188). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:23058248..23058793. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
C0PV10,FBgn0261614,CG42703,N/A,2R,23101232..23101777(-1),FBtr0302953,FBpp0292079,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG42703 (FBgn0261614). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:23101232..23101777. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period, in adult male stages.  "
D6W4M8,FBgn0263403,CG43449,N/A,3R,11088420..11089356(1),"FBtr0309183, FBtr0309182","FBpp0301136, FBpp0301137",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43449 (FBgn0263403). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:11088420..11089356. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q9VU96,FBgn0036382,CG13737,N/A,3L,13878994..13883056(1),"FBtr0075754, FBtr0075755","FBpp0075497, FBpp0075496",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG13737 (FBgn0036382). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:13878994..13883056. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 12-18 embryonic stages, during late pupal stages.  "
Q9VVA8,FBgn0036667,kud,kuduk,3L,16844568..16844991(-1),"FBtr0305272, FBtr0075339","FBpp0075098, FBpp0293796",UniProtKB,"Subunit of the oligosaccharyl transferase (OST) complex that catalyzes the initial transfer of a defined glycan (Glc(3)Man(9)GlcNAc(2) in eukaryotes) from the lipid carrier dolichol-pyrophosphate to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains, the first step in protein N-glycosylation. N-glycosylation occurs cotranslationally and the complex associates with the Sec61 complex at the channel-forming translocon complex that mediates protein translocation across the endoplasmic reticulum (ER). All subunits are required for a maximal enzyme activity (By similarity). In addition may regulates nuclear envelope (NE) architecture and nuclear positioning through the linker of nucleoskeleton and cytoskeleton (LINC)-dependent and -independent mechanisms (PubMed:28716842). (UniProtKB:Q9VVA8)"
P83262,FBgn0040487,BobA,Brother of Bearded A,3L,14945499..14946125(-1),FBtr0075673,FBpp0075426,Alliance,"Enables ubiquitin protein ligase binding activity. Involved in several processes, including defense response to bacterium; negative regulation of Notch signaling pathway; and sensory organ precursor cell fate determination."
B4ZJ89,FBgn0259949,Sfp23F,Seminal fluid protein 23F,2L,3387354..3387743(-1),FBtr0300295,FBpp0289523,Alliance,Predicted to enable serine-type endopeptidase inhibitor activity. Involved in sexual reproduction. Located in extracellular space.
P83263,FBgn0040809,CG13465,N/A,3L,14943730..14944331(-1),FBtr0075674,FBpp0075427,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG13465 (FBgn0040809). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:14943730..14944331. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed within 00-06 hour embryonic stages.  
F2FB84,FBgn0262361,CG43059,N/A,3L,8318542..8318966(-1),FBtr0304642,FBpp0293184,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43059 (FBgn0262361). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:8318542..8318966. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
R9UAE0,FBgn0265669,CG44476,N/A,2L,18112830..18113179(-1),FBtr0340579,FBpp0309466,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG44476 (FBgn0265669). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:18112830..18113179. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q9VSC1,FBgn0035827,Srp9,Signal recognition particle 9,3L,7936373..7937258(1),FBtr0076750,FBpp0076467,UniProtKB,"Component of the signal recognition particle (SRP) complex, a ribonucleoprotein complex that mediates the cotranslational targeting of secretory and membrane proteins to the endoplasmic reticulum (ER) (By similarity). SRP9 together with Srp14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP (By similarity). The complex of Srp9 and Srp14 is required for SRP RNA binding (By similarity). (UniProtKB:Q9VSC1)"
Q9VUU7,FBgn0036537,CG18081,N/A,3L,15833795..15835388(-1),"FBtr0075537, FBtr0306855, FBtr0332134","FBpp0075292, FBpp0304444, FBpp0297750",Alliance,Is expressed in adult head. Orthologous to human ZNF706 (zinc finger protein 706).
Q9VQ88,FBgn0040715,CG15386,N/A,2L,2216503..2217246(-1),FBtr0077842,FBpp0077514,Alliance,Predicted to be involved in mitochondrial respiratory chain complex III assembly. Is expressed in adult head and adult heart.
Q7K078,FBgn0033340,CG13751,N/A,2R,8900241..8900617(1),FBtr0088644,FBpp0087725,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG13751 (FBgn0033340). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:8900241..8900617. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderate expression.  Peak expression observed within 00-06 hour embryonic stages, during late larval stages, at stages throughout the pupal period.  "
Q9W2W8,FBgn0040942,CG12643,N/A,X,10264233..10265263(-1),FBtr0071481,FBpp0071410,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG12643 (FBgn0040942). It is a protein_coding_gene from Dmel. Gene sequence location is X:10264233..10265263. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed at stages throughout the pupal period.  
M9NEB5,FBgn0262894,CG43249,N/A,3L,16304282..16304662(1),FBtr0306310,FBpp0297413,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG43249 (FBgn0262894). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:16304282..16304662. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
A1A6X5,FBgn0085296,CG34267,N/A,3L,500014..500451(-1),FBtr0112462,FBpp0111376,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG34267 (FBgn0085296). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:500014..500451. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.  "
Q9W380,FBgn0040931,NdufA3,NADH:ubiquinone oxidoreductase subunit A3,X,9159514..9160052(-1),"FBtr0071343, FBtr0340342","FBpp0309301, FBpp0071278",Alliance,Is expressed in adult head and adult heart.
A8DYM6,FBgn0260768,CG42566,N/A,2R,22661934..22663241(1),"FBtr0344753, FBtr0301270","FBpp0311085, FBpp0290485",Alliance,Predicted to enable zinc ion binding activity.
Q6IH25,FBgn0083972,CG34136,N/A,2L,21096922..21098932(1),FBtr0110944,FBpp0110244,FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG34136 (FBgn0083972). It is a protein_coding_gene from Dmel. Gene sequence location is 2L:21096922..21098932. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed during early pupal stages.  
Q0E8H8,FBgn0047334,BG642312,BG642312,3L,6232469..6233381(-1),"FBtr0091954, FBtr0302931","FBpp0110067, FBpp0292057",FlyBase Gene Snapshot,BG642312 (BG642312) encodes a peptide produced in the male accessory glands and transferred to females during mating.
Q9VJ48,FBgn0040993,CG17325,N/A,2L,18812648..18813941(1),"FBtr0345443, FBtr0299685, FBtr0081102","FBpp0288963, FBpp0311567, FBpp0080652",Alliance,Is expressed in embryonic dorsal epidermis; embryonic head epidermis; and embryonic ventral epidermis.
R9PY44,FBgn0052811,CG32811,N/A,X,1297984..1298387(-1),FBtr0302877,FBpp0292011,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG32811 (FBgn0052811). It is a protein_coding_gene from Dmel. Gene sequence location is X:1297984..1298387. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed at stages throughout the pupal period, in adult male stages.  "
A0A0B4LHT8,FBgn0267104,CG45544,N/A,3R,29256485..29257425(1),"FBtr0346198, FBtr0346197","FBpp0312015, FBpp0312014",FlyBase Auto Summary,This gene is referred to in FlyBase by the symbol Dmel\CG45544 (FBgn0267104). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:29256485..29257425. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported.
Q9VUU8,FBgn0036538,CG15715,N/A,3L,15835693..15837482(-1),"FBtr0306854, FBtr0075536","FBpp0297749, FBpp0075291",Alliance,Located in cytoplasm. Is expressed in embryonic brain; embryonic/larval midgut; larval ventral nerve cord; and organism. Orthologous to human ZNF706 (zinc finger protein 706).
E1JHG3,FBgn0259989,CG42486,N/A,2L,11843137..11844063(1),"FBtr0300437, FBtr0346518","FBpp0312136, FBpp0289666",Alliance,Predicted to enable serine-type endopeptidase inhibitor activity. Predicted to be involved in negative regulation of endopeptidase activity. Predicted to be located in extracellular region.
Q6IKC0,FBgn0259740,CG42394,N/A,3R,10849825..10851788(1),"FBtr0304667, FBtr0300045, FBtr0302201, FBtr0344026","FBpp0289322, FBpp0291411, FBpp0293209, FBpp0310476",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG42394 (FBgn0259740). It is a protein_coding_gene from Dmel. Gene sequence location is 3R:10849825..10851788. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period.  "
Q8MSE9,FBgn0052266,CG32266,N/A,3L,3790804..3791560(1),FBtr0073147,FBpp0073006,FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG32266 (FBgn0052266). It is a protein_coding_gene from Dmel. Gene sequence location is 3L:3790804..3791560. Its molecular function is described by: . It is involved in the biological process described with: . No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.  "
A8DYH5,FBgn0085222,CG34193,N/A,2R,17508995..17511394(1),"FBtr0345622, FBtr0112386","FBpp0111301, FBpp0311690",FlyBase Auto Summary,"This gene is referred to in FlyBase by the symbol Dmel\CG34193 (FBgn0085222). It is a protein_coding_gene from Dmel. Gene sequence location is 2R:17508995..17511394. Its molecular function is unknown. The biological processes in which it is involved are not known. No alleles are reported. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during late larval stages, during early pupal stages.  "
