Protein_ID,MD5_Digest,Length,Analysis,Signature_Accession,Signature_Description,Start,Stop,Score,Status,Date,InterPro_Accession,InterPro_Description,GO_Annotations,Pathway_Annotations
Q24372,647f8dcb274b0948a473b296fbfb9321,359,Pfam,PF13927,Immunoglobulin domain,134,208,8.90E-16,T,12/5/2026,-,-,-,-
Q24372,647f8dcb274b0948a473b296fbfb9321,359,Pfam,PF07686,Immunoglobulin V-set domain,43,131,1.00E-06,T,12/5/2026,IPR013106,Immunoglobulin V-set domain,-,-
M9PHI8,174141d2ca888d6567d301d821390c9a,1280,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",230,300,6.30E-12,T,12/5/2026,IPR000591,DEP domain,-,-
M9PHI8,174141d2ca888d6567d301d821390c9a,1280,Pfam,PF18148,Regulator of G-protein signalling DHEX domain,303,399,2.90E-37,T,12/5/2026,IPR040759,"Regulator of G-protein signalling, DHEX domain",-,-
M9PHI8,174141d2ca888d6567d301d821390c9a,1280,Pfam,PF00615,Regulator of G protein signaling domain,501,616,1.20E-26,T,12/5/2026,IPR016137,RGS domain,-,-
M9PHI8,174141d2ca888d6567d301d821390c9a,1280,Pfam,PF00631,GGL domain,419,482,6.90E-15,T,12/5/2026,IPR015898,"G-protein, gamma subunit-like domain",-,-
Q9W304,86af83558b3e160d34a32ad98979cec1,404,Pfam,PF00151,Lipase,92,345,4.70E-51,T,12/5/2026,IPR013818,Lipase,-,-
Q7KU30,8512c4672062a839d6ef052bf30f1b17,1017,Pfam,PF01061,ABC-2 type transporter,739,946,7.00E-35,T,12/5/2026,IPR013525,"ABC-2 type transporter, transmembrane domain",-,-
Q7KU30,8512c4672062a839d6ef052bf30f1b17,1017,Pfam,PF00005,ABC transporter,368,517,3.90E-27,T,12/5/2026,IPR003439,"ABC transporter-like, ATP-binding domain",-,-
Q7KU30,8512c4672062a839d6ef052bf30f1b17,1017,Pfam,PF19055,ABC-2 type transporter,547,603,3.30E-06,T,12/5/2026,IPR043926,ABC transporter family G domain,-,-
Q9W256,c8e0f0af169f1ce1100cd2b541eeab94,155,Pfam,PF00808,Histone-like transcription factor (CBF/NF-Y) and archaeal histone,77,140,2.90E-12,T,12/5/2026,IPR003958,Transcription factor CBF/NF-Y/archaeal histone domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,1294,1342,1.40E-05,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,506,545,0.0072,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,902,971,0.4,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,550,597,0.0026,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,1773,1813,0.01,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,1150,1196,2.40E-08,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,1065,1106,2.70E-08,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,1718,1766,0.038,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,1018,1058,1.90E-04,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00053,Laminin EGF domain,1199,1247,7.40E-08,T,12/5/2026,IPR002049,Laminin-type EGF domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00052,Laminin B (Domain IV),660,813,1.50E-12,T,12/5/2026,IPR000034,Laminin IV,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00052,Laminin B (Domain IV),1486,1626,2.80E-20,T,12/5/2026,IPR000034,Laminin IV,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF00055,Laminin N-terminal (Domain VI),154,397,1.40E-51,T,12/5/2026,IPR008211,"Laminin, N-terminal",-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF24973,Laminin/attractin EGF domain,852,895,8.60E-07,T,12/5/2026,IPR056863,"Laminin/attractin/netrin-like, EGF domain",-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF24973,Laminin/attractin EGF domain,974,1014,0.0024,T,12/5/2026,IPR056863,"Laminin/attractin/netrin-like, EGF domain",-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF24973,Laminin/attractin EGF domain,1670,1715,1.80E-05,T,12/5/2026,IPR056863,"Laminin/attractin/netrin-like, EGF domain",-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF24973,Laminin/attractin EGF domain,452,493,0.0094,T,12/5/2026,IPR056863,"Laminin/attractin/netrin-like, EGF domain",-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF02210,Laminin G domain,2616,2755,4.10E-15,T,12/5/2026,IPR001791,Laminin G domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF02210,Laminin G domain,2804,2943,1.20E-16,T,12/5/2026,IPR001791,Laminin G domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF02210,Laminin G domain,3038,3168,1.80E-16,T,12/5/2026,IPR001791,Laminin G domain,-,-
Q8IP51,797d4420f6c9b4641901a34d587d171f,3375,Pfam,PF02210,Laminin G domain,3219,3349,1.30E-18,T,12/5/2026,IPR001791,Laminin G domain,-,-
P08646,ec523956e9ffedfcc9de3f9bb1145f0a,189,Pfam,PF00071,Ras family,5,164,6.90E-56,T,12/5/2026,IPR001806,Small GTPase,-,-
O18338,0184fc794ad5062a2dfeb4e2c78e353d,207,Pfam,PF00071,Ras family,10,170,1.40E-63,T,12/5/2026,IPR001806,Small GTPase,-,-
Q7K110,d380feff7e3062c77891aeaf26ca8028,634,Pfam,PF23861,Ribophorin II second domain,274,371,5.70E-21,T,12/5/2026,IPR055375,"Ribophorin II, second domain",-,-
Q7K110,d380feff7e3062c77891aeaf26ca8028,634,Pfam,PF25147,"Ribophorin_II, C-terminal domain",529,627,1.60E-31,T,12/5/2026,IPR056790,"Ribophorin II, C-terminal domain",-,-
Q7K110,d380feff7e3062c77891aeaf26ca8028,634,Pfam,PF05817,Ribophorin II N-terminal domain,28,266,2.20E-78,T,12/5/2026,IPR055373,"Ribophorin II, N-terminal domain",-,-
Q7K110,d380feff7e3062c77891aeaf26ca8028,634,Pfam,PF23860,Ribophorin II third domain,379,505,5.00E-46,T,12/5/2026,IPR055374,"Ribophorin II, third domain",-,-
Q960F7,42ae2eba530025811b2260cb610c2634,643,Pfam,PF00009,Elongation factor Tu GTP binding domain,217,428,4.90E-17,T,12/5/2026,IPR000795,Translational (tr)-type GTP-binding domain,-,-
Q9VEL2,3d5b7f1a43a6e957855fc6862f84a816,662,Pfam,PF08271,TFIIB zinc-binding,6,46,2.90E-10,T,12/5/2026,IPR013137,"Zinc finger, TFIIB-type",-,-
Q9VEL2,3d5b7f1a43a6e957855fc6862f84a816,662,Pfam,PF07741,Brf1-like TBP-binding domain,437,532,3.50E-24,T,12/5/2026,IPR011665,"Brf1, TBP-binding domain",-,-
Q9VEL2,3d5b7f1a43a6e957855fc6862f84a816,662,Pfam,PF00382,Transcription factor TFIIB repeat,182,270,2.00E-19,T,12/5/2026,IPR013150,"Transcription factor TFIIB, cyclin-like domain",-,-
Q9VEL2,3d5b7f1a43a6e957855fc6862f84a816,662,Pfam,PF00382,Transcription factor TFIIB repeat,84,172,6.50E-21,T,12/5/2026,IPR013150,"Transcription factor TFIIB, cyclin-like domain",-,-
A1Z6R4,1c5bc89cd1e4058ca20196e564f4d23f,403,Pfam,PF00079,Serpin (serine protease inhibitor),10,380,4.40E-97,T,12/5/2026,IPR023796,Serpin domain,-,-
Q9VIK1,ce80914ac280af417d420e107f286c87,659,Pfam,PF02990,Endomembrane protein 70,64,614,1.80E-209,T,12/5/2026,IPR004240,Nonaspanin (TM9SF),-,-
Q9VZX8,cc7bacfaf64494d126c9cad4f69c9a5c,380,Pfam,PF11303,Protein of unknown function (DUF3105),220,341,4.00E-30,T,12/5/2026,IPR021454,Protein of unknown function DUF3105,-,-
Q9W430,d06538b4a04b2e83f57a234ffc7c4688,553,Pfam,PF19018,Vanin C-terminal domain,324,510,1.90E-29,T,12/5/2026,IPR043957,"Vanin, C-terminal",-,-
Q9W430,d06538b4a04b2e83f57a234ffc7c4688,553,Pfam,PF00795,Carbon-nitrogen hydrolase,52,216,1.90E-09,T,12/5/2026,IPR003010,Carbon-nitrogen hydrolase,-,-
Q24307,b1eab463df92fa04ea2b170984730871,498,Pfam,PF13920,"Zinc finger, C3HC4 type (RING finger)",448,491,1.90E-11,T,12/5/2026,-,-,-,-
Q24307,b1eab463df92fa04ea2b170984730871,498,Pfam,PF00653,Inhibitor of Apoptosis domain,116,179,1.20E-16,T,12/5/2026,IPR001370,BIR repeat,-,-
Q24307,b1eab463df92fa04ea2b170984730871,498,Pfam,PF00653,Inhibitor of Apoptosis domain,215,279,5.70E-19,T,12/5/2026,IPR001370,BIR repeat,-,-
Q24307,b1eab463df92fa04ea2b170984730871,498,Pfam,PF00653,Inhibitor of Apoptosis domain,12,76,1.40E-11,T,12/5/2026,IPR001370,BIR repeat,-,-
Q9VFM5,59dfc587a8956132039ded9c4e6b4360,1024,Pfam,PF16032,Domain of unknown function (DUF4788),41,265,5.00E-86,T,12/5/2026,IPR031992,Domain of unknown function DUF4788,-,-
Q9VFM5,59dfc587a8956132039ded9c4e6b4360,1024,Pfam,PF16003,Domain of unknown function (DUF4776),345,788,5.10E-161,T,12/5/2026,IPR031949,Domain of unknown function DUF4776,-,-
Q9W5G6,3a17ad21745d414ae6bcb7a2cf57d59c,392,Pfam,PF02949,7tm Odorant receptor,71,375,6.00E-24,T,12/5/2026,IPR004117,"Olfactory receptor, insect",-,-
Q9VF17,920a5b1f77bf085ff187b2ca36d8a65e,1417,Pfam,PF00211,Adenylate and Guanylate cyclase catalytic domain,944,1130,1.40E-67,T,12/5/2026,IPR001054,Adenylyl cyclase class-3/4/guanylyl cyclase,-,-
Q9VF17,920a5b1f77bf085ff187b2ca36d8a65e,1417,Pfam,PF01094,Receptor family ligand binding region,108,472,6.10E-63,T,12/5/2026,IPR001828,"Receptor, ligand binding region",-,-
Q9VF17,920a5b1f77bf085ff187b2ca36d8a65e,1417,Pfam,PF07714,Protein tyrosine and serine/threonine kinase,619,875,5.00E-36,T,12/5/2026,IPR001245,"Serine-threonine/tyrosine-protein kinase, catalytic domain",-,-
A8DY95,3bffcc1cd68cdb9c157ceb633d9f2c12,792,Pfam,PF02872,"5'-nucleotidase, C-terminal domain",495,652,4.80E-38,T,12/5/2026,IPR008334,"5'-Nucleotidase, C-terminal",-,-
A8DY95,3bffcc1cd68cdb9c157ceb633d9f2c12,792,Pfam,PF00149,Calcineurin-like phosphoesterase,217,421,1.20E-07,T,12/5/2026,IPR004843,"Calcineurin-like, phosphoesterase domain",-,-
Q8IQU6,b96217db477fdaffbbaac8d2360367a7,129,Pfam,PF22861,GEO12453p1-like,1,55,2.20E-04,T,12/5/2026,IPR054721,GEO12453p1-like,-,-
Q7JPB9,3334552a3d10cda12519b5e3d1150159,855,Pfam,PF00520,Ion transport protein,322,583,1.50E-30,T,12/5/2026,IPR005821,Ion transport domain,-,-
Q7JPB9,3334552a3d10cda12519b5e3d1150159,855,Pfam,PF00027,Cyclic nucleotide-binding domain,677,759,3.50E-07,T,12/5/2026,IPR000595,Cyclic nucleotide-binding domain,-,-
A0A1L4AAD6,6344877df83a5bfdc6a65c5885f0c59b,1780,Pfam,PF07177,Neuralized,859,1017,4.70E-11,T,12/5/2026,IPR006573,Neuralized homology repeat (NHR) domain,-,-
A0A1L4AAD6,6344877df83a5bfdc6a65c5885f0c59b,1780,Pfam,PF07177,Neuralized,1064,1220,4.30E-19,T,12/5/2026,IPR006573,Neuralized homology repeat (NHR) domain,-,-
A0A1L4AAD6,6344877df83a5bfdc6a65c5885f0c59b,1780,Pfam,PF07177,Neuralized,225,388,9.00E-41,T,12/5/2026,IPR006573,Neuralized homology repeat (NHR) domain,-,-
A0A1L4AAD6,6344877df83a5bfdc6a65c5885f0c59b,1780,Pfam,PF07177,Neuralized,9,168,2.00E-37,T,12/5/2026,IPR006573,Neuralized homology repeat (NHR) domain,-,-
A0A1L4AAD6,6344877df83a5bfdc6a65c5885f0c59b,1780,Pfam,PF07177,Neuralized,468,630,1.80E-39,T,12/5/2026,IPR006573,Neuralized homology repeat (NHR) domain,-,-
A0A1L4AAD6,6344877df83a5bfdc6a65c5885f0c59b,1780,Pfam,PF07177,Neuralized,657,818,4.90E-33,T,12/5/2026,IPR006573,Neuralized homology repeat (NHR) domain,-,-
Q8MLS8,d4a0b24fbc441882b8db640cafc594a1,268,Pfam,PF00089,Trypsin,40,263,1.80E-28,T,12/5/2026,IPR001254,"Serine proteases, trypsin domain",-,-
Q4V459,75438d75c08dbd76e0edc8272227a2f1,372,Pfam,PF00612,IQ calmodulin-binding motif,117,134,2.1,T,12/5/2026,IPR000048,"IQ motif, EF-hand binding site",-,-
Q4V459,75438d75c08dbd76e0edc8272227a2f1,372,Pfam,PF00612,IQ calmodulin-binding motif,81,97,8.8,T,12/5/2026,IPR000048,"IQ motif, EF-hand binding site",-,-
P08182,86795981ab541fbd7fa8b06176c2c85e,235,Pfam,PF01214,Casein kinase II regulatory subunit,8,191,3.00E-73,T,12/5/2026,IPR000704,"Casein kinase II, regulatory subunit",-,-
Q9U969,9f11ff14f161b9d894a48a10c96a3ffb,1425,Pfam,PF01734,Patatin-like phospholipase,952,1116,1.30E-23,T,12/5/2026,IPR002641,Patatin-like phospholipase domain,-,-
Q9U969,9f11ff14f161b9d894a48a10c96a3ffb,1425,Pfam,PF00027,Cyclic nucleotide-binding domain,194,287,3.00E-09,T,12/5/2026,IPR000595,Cyclic nucleotide-binding domain,-,-
Q9U969,9f11ff14f161b9d894a48a10c96a3ffb,1425,Pfam,PF00027,Cyclic nucleotide-binding domain,626,707,1.20E-12,T,12/5/2026,IPR000595,Cyclic nucleotide-binding domain,-,-
Q9U969,9f11ff14f161b9d894a48a10c96a3ffb,1425,Pfam,PF00027,Cyclic nucleotide-binding domain,500,594,4.90E-08,T,12/5/2026,IPR000595,Cyclic nucleotide-binding domain,-,-
Q9U969,9f11ff14f161b9d894a48a10c96a3ffb,1425,Pfam,PF24179,Neuropathy Target Esterase family P-loop like domain,751,947,5.10E-63,T,12/5/2026,IPR056556,"Lysophospholipase NTE1-like, P-loop domain",-,-
M9PHI7,56a4c70b2bb24c9628bf7f739d6b614a,261,Pfam,PF14681,Uracil phosphoribosyltransferase,69,245,8.50E-48,T,12/5/2026,IPR000836,Phosphoribosyltransferase domain,-,-
P20483,0a5f9b507cb190d7cfb37e943e75150f,479,Pfam,PF00581,Rhodanese-like domain,316,424,1.90E-08,T,12/5/2026,IPR001763,Rhodanese-like domain,-,-
Q9VN45,8829cc06ff51c67fc768b0422c1d7a3e,553,Pfam,PF06911,Senescence domain,324,517,1.30E-34,T,12/5/2026,IPR009686,"Senescence/spartin-associated, C-terminal",-,-
Q8MR31,edf277dede3fd31fb770266eb0c563fe,767,Pfam,PF00595,PDZ domain,213,276,3.80E-07,T,12/5/2026,IPR001478,PDZ domain,-,-
P36179,c072439796746b65f5c4ef39d632ece4,591,Pfam,PF02985,HEAT repeat,172,197,0.42,T,12/5/2026,IPR000357,HEAT repeat,-,-
P36179,c072439796746b65f5c4ef39d632ece4,591,Pfam,PF02985,HEAT repeat,207,236,4.9,T,12/5/2026,IPR000357,HEAT repeat,-,-
P36179,c072439796746b65f5c4ef39d632ece4,591,Pfam,PF02985,HEAT repeat,246,274,1.1,T,12/5/2026,IPR000357,HEAT repeat,-,-
P36179,c072439796746b65f5c4ef39d632ece4,591,Pfam,PF02985,HEAT repeat,523,552,8.1,T,12/5/2026,IPR000357,HEAT repeat,-,-
P36179,c072439796746b65f5c4ef39d632ece4,591,Pfam,PF22646,PPP2R1A-like HEAT repeat,278,359,1.90E-20,T,12/5/2026,IPR054573,"Phosphatase PP2A regulatory subunit A/Splicing factor 3B subunit 1-like, HEAT repeat",-,-
P32392,ddf317cc31cb4aa17591b4973b6514d9,418,Pfam,PF00022,Actin,5,234,1.30E-52,T,12/5/2026,IPR004000,Actin family,-,-
Q27297,c11197c3efc51754f722d1127f1c3c58,336,Pfam,PF08423,Rad51,93,333,3.20E-120,T,12/5/2026,IPR013632,"Rad51-like, C-terminal",-,-
Q27297,c11197c3efc51754f722d1127f1c3c58,336,Pfam,PF14520,Helix-hairpin-helix domain,36,77,0.041,T,12/5/2026,IPR060101,SAM-like helix-hairpin-helix tandem,-,-
Q9VYB2,cd9ab4d6903979a2fc8a95228fa8e1bb,707,Pfam,PF09794,Transport protein Avl9,11,473,6.00E-113,T,12/5/2026,IPR018307,AVL9/DENND6 domain,-,-
Q9VIP6,d3ff803af3a657f28c1a17d3eb11763f,644,Pfam,PF02995,Protein of unknown function (DUF229),56,555,1.60E-188,T,12/5/2026,IPR004245,Protein of unknown function DUF229,-,-
O16797,96aa8a3d3896e3e1a66971d6b83371dd,416,Pfam,PF00297,Ribosomal protein L3,1,375,6.80E-177,T,12/5/2026,IPR000597,Large ribosomal subunit protein uL3,-,-
Q9VFP8,a1005b50dc25cf875fe03c763f4f2773,341,Pfam,PF22528,Arginine methyltransferase oligomerization subdomain,165,325,3.50E-26,T,12/5/2026,IPR055135,Protein arginine N-methyltransferase domain,-,-
Q9VFP8,a1005b50dc25cf875fe03c763f4f2773,341,Pfam,PF06325,Ribosomal protein L11 methyltransferase (PrmA),54,136,6.10E-07,T,12/5/2026,-,-,-,-
Q9VYY9,2f762cde6eee8b1c44bb16bdddeb2b50,807,Pfam,PF00566,Rab-GTPase-TBC domain,120,319,6.50E-51,T,12/5/2026,IPR000195,Rab-GAP-TBC domain,-,-
A1Z6G9,ca773e40e054daf4fae9c055936e152f,343,Pfam,PF05705,Eukaryotic protein of unknown function (DUF829),76,314,7.30E-70,T,12/5/2026,IPR008547,"Protein of unknown function DUF829, TMEM53",-,-
Q7K1C5,7ccb7019095f5a03587d552b06776560,544,Pfam,PF09790,Hyccin,22,346,5.60E-111,T,12/5/2026,IPR018619,Hyccin,-,-
Q9VK10,975aaf8d267dc539f621424f6b674040,639,Pfam,PF00089,Trypsin,400,634,6.20E-59,T,12/5/2026,IPR001254,"Serine proteases, trypsin domain",-,-
Q9VPE9,34e90c1290639e86acdd042c98c9d774,399,Pfam,PF04083,Partial alpha/beta-hydrolase lipase region,34,93,8.90E-21,T,12/5/2026,IPR006693,Partial AB-hydrolase lipase domain,-,-
Q7PLE6,bc4fd18cfadbc5513188580303dbd723,364,Pfam,PF02779,"Transketolase, pyrimidine binding domain",42,217,2.50E-32,T,12/5/2026,IPR005475,"Transketolase-like, pyrimidine-binding domain",-,-
Q7PLE6,bc4fd18cfadbc5513188580303dbd723,364,Pfam,PF02780,"Transketolase, C-terminal domain",233,353,9.90E-32,T,12/5/2026,IPR033248,"Transketolase, C-terminal domain",-,-
Q9W4J5,5e013bc39e507b8af141427156bce121,252,Pfam,PF03587,EMG1/NEP1 methyltransferase,45,246,6.40E-73,T,12/5/2026,IPR005304,"Ribosomal biogenesis, methyltransferase, EMG1/NEP1",-,-
E9NA96,a918bc91d569e383e0fe21d68e6ea100,947,Pfam,PF10613,Ligated ion channel L-glutamate- and glycine-binding site,440,548,1.50E-32,T,12/5/2026,IPR019594,"Ionotropic glutamate receptor, L-glutamate and glycine-binding domain",-,-
E9NA96,a918bc91d569e383e0fe21d68e6ea100,947,Pfam,PF00060,Ligand-gated ion channel,563,870,6.90E-39,T,12/5/2026,IPR001320,"Ionotropic glutamate receptor, C-terminal",-,-
A1ZBF1,004577f16aa2b0a7775bd0f787f10a17,248,Pfam,PF00307,Calponin homology (CH) domain,19,118,5.00E-09,T,12/5/2026,IPR001715,Calponin homology domain,-,-
A1ZBF1,004577f16aa2b0a7775bd0f787f10a17,248,Pfam,PF03271,EB1-like C-terminal motif,184,216,0.0028,T,12/5/2026,IPR004953,"EB1, C-terminal",-,-
Q9VW66,595cf7e2f9560ff07bce406bad85d5e6,186,Pfam,PF13833,EF-hand domain pair,41,88,5.80E-06,T,12/5/2026,IPR002048,EF-hand domain,-,-
Q9VW66,595cf7e2f9560ff07bce406bad85d5e6,186,Pfam,PF13499,EF-hand domain pair,100,173,1.90E-11,T,12/5/2026,IPR002048,EF-hand domain,-,-
Q9U3V5,0357b02c90ed25e1f29e53b94ecf9973,1024,Pfam,PF13912,C2H2-type zinc finger,501,525,3.2,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9U3V5,0357b02c90ed25e1f29e53b94ecf9973,1024,Pfam,PF00096,"Zinc finger, C2H2 type",927,949,34,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q9U3V5,0357b02c90ed25e1f29e53b94ecf9973,1024,Pfam,PF12756,C2H2 type zinc-finger (2 copies),420,453,1.7,T,12/5/2026,IPR041661,"ZN622/Rei1/Reh1, zinc finger C2H2-type",-,-
Q9U3V5,0357b02c90ed25e1f29e53b94ecf9973,1024,Pfam,PF12756,C2H2 type zinc-finger (2 copies),314,345,0.34,T,12/5/2026,IPR041661,"ZN622/Rei1/Reh1, zinc finger C2H2-type",-,-
A8JNL9,6cabfc0c49622b0bea728050a6210be9,863,Pfam,PF13912,C2H2-type zinc finger,366,388,89,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
A8JNL9,6cabfc0c49622b0bea728050a6210be9,863,Pfam,PF13912,C2H2-type zinc finger,509,532,1.1,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
A8JNL9,6cabfc0c49622b0bea728050a6210be9,863,Pfam,PF07776,Zinc-finger associated domain (zf-AD),15,89,7.60E-06,T,12/5/2026,IPR012934,"Zinc finger, AD-type",-,-
A8JNL9,6cabfc0c49622b0bea728050a6210be9,863,Pfam,PF00096,"Zinc finger, C2H2 type",636,659,13,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
A8JNL9,6cabfc0c49622b0bea728050a6210be9,863,Pfam,PF00096,"Zinc finger, C2H2 type",395,417,0.7,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
A8JNL9,6cabfc0c49622b0bea728050a6210be9,863,Pfam,PF00096,"Zinc finger, C2H2 type",693,715,0.37,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q7JR99,07f0a5d92cbdd717a843ea84eb44c128,161,Pfam,PF01428,AN1-like Zinc finger,66,103,6.10E-07,T,12/5/2026,IPR000058,"Zinc finger, AN1-type",-,-
P04950,02e03bd9c72bb04126e2b20a4584653d,383,Pfam,PF00001,7 transmembrane receptor (rhodopsin family),75,338,2.10E-50,T,12/5/2026,IPR000276,"G protein-coupled receptor, rhodopsin-like",-,-
Q9VN57,6eb67c5f2ea73118de0feb7b49c3e2a6,967,Pfam,PF24161,Coiled-coil domain-containing protein 39,30,867,9.60E-146,T,12/5/2026,IPR033290,Coiled-coil domain-containing protein 39,-,-
A0A0B4KF34,9edce5d800326aea4a0156962a912a50,835,Pfam,PF01585,G-patch domain,753,796,1.30E-09,T,12/5/2026,IPR000467,G-patch domain,-,-
Q9VES0,289262e380ce15b8fb77060351de1d93,543,Pfam,PF12656,G-patch domain,149,205,2.20E-13,T,12/5/2026,IPR026822,"Spp2/MOS2, G-patch domain",-,-
Q9VJI9,dfe74b969333ab94002219382cdbb744,311,Pfam,PF10609,NUBPL iron-transfer P-loop NTPase,54,306,2.70E-84,T,12/5/2026,IPR033756,Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35,-,-
O76901,22b4369aa45d41d2984ad1b3c5267593,236,Pfam,PF00071,Ras family,20,183,1.40E-49,T,12/5/2026,IPR001806,Small GTPase,-,-
Q9VWC3,ada55faccfa07a330457072f496b0f5c,167,Pfam,PF03931,"Skp1 family, tetramerisation domain",5,68,3.40E-09,T,12/5/2026,IPR016073,"SKP1 component, POZ domain",-,-
Q9VWC3,ada55faccfa07a330457072f496b0f5c,167,Pfam,PF01466,"Skp1 family, dimerisation domain",115,156,2.20E-10,T,12/5/2026,IPR016072,"SKP1 component, dimerisation",-,-
Q9W0M5,337dd7ea4ef3d527d59e5aace9acf2ee,222,Pfam,PF14913,DPCD protein family,6,209,7.30E-65,T,12/5/2026,IPR026224,Protein DPCD,-,-
Q9VEU5,b8f8a0d6add1e79a16593a478b152db0,669,Pfam,PF07700,Haem-NO-binding,2,161,2.10E-47,T,12/5/2026,IPR011644,Heme NO-binding,-,-
Q9VEU5,b8f8a0d6add1e79a16593a478b152db0,669,Pfam,PF00211,Adenylate and Guanylate cyclase catalytic domain,487,665,7.30E-45,T,12/5/2026,IPR001054,Adenylyl cyclase class-3/4/guanylyl cyclase,-,-
Q9VEU5,b8f8a0d6add1e79a16593a478b152db0,669,Pfam,PF07701,Heme NO binding associated,219,479,2.40E-60,T,12/5/2026,IPR011645,Haem NO binding associated,-,-
Q9VJI0,0cfeb817a8f8b658018991221db082b5,523,Pfam,PF00201,UDP-glucoronosyl and UDP-glucosyl transferase,32,513,7.80E-79,T,12/5/2026,IPR002213,UDP-glucuronosyl/UDP-glucosyltransferase,-,-
Q9VBU8,1ea4a8aab9c8ed60defaff7599599f09,320,Pfam,PF00400,"WD domain, G-beta repeat",111,147,2.50E-04,T,12/5/2026,IPR001680,WD40 repeat,-,-
D3DMU9,4893bf1408385e6f1e00b2f433fc7db6,270,Pfam,PF00230,Major intrinsic protein,16,226,3.40E-60,T,12/5/2026,IPR000425,Major intrinsic protein,-,-
Q9V421,c0f10085e8ea9bc04546401df3e4351d,253,Pfam,PF01400,Astacin (Peptidase family M12A),52,247,1.20E-54,T,12/5/2026,IPR001506,Peptidase M12A,-,-
Q9VEG4,991d95d3c3497b7a29996211caa87c7e,831,Pfam,PF13855,Leucine rich repeat,257,313,2.40E-04,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q9VEG4,991d95d3c3497b7a29996211caa87c7e,831,Pfam,PF00001,7 transmembrane receptor (rhodopsin family),505,756,3.70E-32,T,12/5/2026,IPR000276,"G protein-coupled receptor, rhodopsin-like",-,-
Q8T092,c0d92c51cc5fc96085a5725b84ec582e,652,Pfam,PF00096,"Zinc finger, C2H2 type",568,590,0.52,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q8T092,c0d92c51cc5fc96085a5725b84ec582e,652,Pfam,PF00096,"Zinc finger, C2H2 type",384,406,0.87,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q8T092,c0d92c51cc5fc96085a5725b84ec582e,652,Pfam,PF07776,Zinc-finger associated domain (zf-AD),7,81,1.30E-08,T,12/5/2026,IPR012934,"Zinc finger, AD-type",-,-
